recombinations,back mutations,recurrent mutations,run seed,recombination cost,recurrent mutation cost,back mutation cost
8,0,1,1215226782,0.5,1,2
10,0,0,1020957555,0.5,1,2
12,1,0,1189,0.5,1,2
7,0,1,988369219,0.5,1,2
7,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
11,0,1,1020957555,0.5,1,2
8,0,1,1189,0.5,1,2
7,0,2,988369219,0.5,1,2
7,0,2,751304184,0.5,1,2
12,0,0,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
11,1,0,1189,0.5,1,2
7,0,2,988369219,0.5,1,2
7,0,2,751304184,0.5,1,2
12,0,0,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
11,1,0,1189,0.5,1,2
8,0,1,988369219,0.5,1,2
7,0,2,751304184,0.5,1,2
12,0,0,1215226782,0.5,1,2
11,0,1,1020957555,0.5,1,2
11,1,0,1189,0.5,1,2
7,0,2,988369219,0.5,1,2
9,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
10,0,1,1020957555,0.5,1,2
12,1,0,1189,0.5,1,2
7,0,2,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
12,0,0,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
11,0,0,1189,0.5,1,2
10,0,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
10,0,2,1020957555,0.5,1,2
12,1,1,1189,0.5,1,2
9,0,1,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
12,0,0,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
12,0,1,1189,0.5,1,2
9,0,1,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
12,0,0,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
12,1,0,1189,0.5,1,2
10,1,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
13,3,0,1189,0.5,1,2
9,1,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
8,0,1,1189,0.5,1,2
5,0,4,988369219,0.5,1,2
9,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
10,0,1,1020957555,0.5,1,2
13,2,0,1189,0.5,1,2
9,1,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
13,3,0,1189,0.5,1,2
9,1,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
12,0,0,1189,0.5,1,2
10,1,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
11,1,0,1189,0.5,1,2
8,1,3,988369219,0.5,1,2
9,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
10,0,1,1020957555,0.5,1,2
13,2,0,1189,0.5,1,2
10,1,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
12,0,0,1189,0.5,1,2
9,1,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
13,3,0,1189,0.5,1,2
9,1,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
13,3,0,1189,0.5,1,2
9,1,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
11,0,2,1020957555,0.5,1,2
8,0,1,1189,0.5,1,2
7,0,1,988369219,0.5,1,2
7,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
10,0,1,1020957555,0.5,1,2
11,1,0,1189,0.5,1,2
10,0,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
11,0,1,1020957555,0.5,1,2
11,2,0,1189,0.5,1,2
7,0,1,988369219,0.5,1,2
7,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
10,0,1,1020957555,0.5,1,2
11,0,0,1189,0.5,1,2
10,0,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
9,0,3,1020957555,0.5,1,2
8,0,1,1189,0.5,1,2
10,1,0,988369219,0.5,1,2
7,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
10,0,1,1020957555,0.5,1,2
11,1,0,1189,0.5,1,2
10,0,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
9,0,3,1020957555,0.5,1,2
10,1,1,1189,0.5,1,2
7,0,1,988369219,0.5,1,2
9,0,1,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
9,0,3,1020957555,0.5,1,2
11,0,0,1189,0.5,1,2
10,0,0,988369219,0.5,1,2
9,0,2,751304184,0.5,1,2
10,0,2,1215226782,0.5,1,2
9,0,3,1020957555,0.5,1,2
12,1,0,1189,0.5,1,2
6,0,3,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
12,0,0,1215226782,0.5,1,2
11,0,1,1020957555,0.5,1,2
12,1,1,1189,0.5,1,2
11,0,0,988369219,0.5,1,2
8,0,2,751304184,0.5,1,2
12,0,0,1215226782,0.5,1,2
11,0,1,1020957555,0.5,1,2
13,1,1,1189,0.5,1,2
8,0,1,988369219,0.5,1,2
8,0,2,751304184,0.5,1,2
12,0,0,1215226782,0.5,1,2
11,0,1,1020957555,0.5,1,2
12,1,0,1189,0.5,1,2
11,0,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
12,0,2,1215226782,0.5,1,2
11,0,3,1020957555,0.5,1,2
11,1,0,1189,0.5,1,2
9,0,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
8,3,2,1020957555,0.5,1,2
9,0,1,1189,0.5,1,2
11,0,0,988369219,0.5,1,2
8,0,1,751304184,0.5,1,2
12,0,2,1215226782,0.5,1,2
11,0,3,1020957555,0.5,1,2
8,0,1,1189,0.5,1,2
10,0,0,988369219,0.5,1,2
7,0,1,751304184,0.5,1,2
11,0,0,1215226782,0.5,1,2
10,0,1,1020957555,0.5,1,2
7,0,9,1127,0.5,1,2
4,4,3,920575910,0.5,1,2
6,0,5,856617752,0.5,1,2
4,0,7,539582529,0.5,1,2
7,1,7,711250199,0.5,1,2
7,0,6,1353098529,0.5,1,2
8,0,7,519261415,0.5,1,2
8,3,6,1211790507,0.5,1,2
6,5,8,1582012350,0.5,1,2
8,2,5,561424697,0.5,1,2
8,0,6,1127,0.5,1,2
6,2,7,920575910,0.5,1,2
8,0,2,856617752,0.5,1,2
3,1,8,539582529,0.5,1,2
4,1,7,711250199,0.5,1,2
6,0,6,1353098529,0.5,1,2
9,1,3,519261415,0.5,1,2
8,3,9,1211790507,0.5,1,2
7,5,3,1582012350,0.5,1,2
10,2,4,561424697,0.5,1,2
7,0,8,1127,0.5,1,2
5,2,9,920575910,0.5,1,2
7,0,8,856617752,0.5,1,2
6,1,5,539582529,0.5,1,2
5,4,5,711250199,0.5,1,2
6,0,7,1353098529,0.5,1,2
9,0,5,519261415,0.5,1,2
7,1,11,1211790507,0.5,1,2
6,7,4,1582012350,0.5,1,2
7,2,4,561424697,0.5,1,2
10,0,7,1127,0.5,1,2
7,1,12,920575910,0.5,1,2
8,0,6,856617752,0.5,1,2
8,2,4,539582529,0.5,1,2
4,0,10,711250199,0.5,1,2
6,1,4,1353098529,0.5,1,2
11,1,3,519261415,0.5,1,2
7,0,9,1211790507,0.5,1,2
11,0,2,1582012350,0.5,1,2
8,0,9,561424697,0.5,1,2
8,0,7,1127,0.5,1,2
5,2,9,920575910,0.5,1,2
6,0,8,856617752,0.5,1,2
5,1,4,539582529,0.5,1,2
7,2,5,711250199,0.5,1,2
7,1,5,1353098529,0.5,1,2
8,0,7,519261415,0.5,1,2
8,0,10,1211790507,0.5,1,2
6,1,7,1582012350,0.5,1,2
6,2,8,561424697,0.5,1,2
8,0,7,1127,0.5,1,2
6,2,3,920575910,0.5,1,2
8,1,5,856617752,0.5,1,2
4,0,8,539582529,0.5,1,2
7,2,4,711250199,0.5,1,2
6,1,8,1353098529,0.5,1,2
8,0,7,519261415,0.5,1,2
9,3,8,1211790507,0.5,1,2
7,5,7,1582012350,0.5,1,2
6,0,8,561424697,0.5,1,2
8,0,7,1127,0.5,1,2
7,2,7,920575910,0.5,1,2
6,2,6,856617752,0.5,1,2
4,1,7,539582529,0.5,1,2
7,2,6,711250199,0.5,1,2
8,1,8,1353098529,0.5,1,2
7,12,8,519261415,0.5,1,2
7,0,13,1211790507,0.5,1,2
6,5,8,1582012350,0.5,1,2
10,1,7,561424697,0.5,1,2
8,0,7,1127,0.5,1,2
7,2,7,920575910,0.5,1,2
7,1,4,856617752,0.5,1,2
4,1,7,539582529,0.5,1,2
7,1,5,711250199,0.5,1,2
10,1,5,1353098529,0.5,1,2
10,0,4,519261415,0.5,1,2
8,0,11,1211790507,0.5,1,2
6,5,8,1582012350,0.5,1,2
10,2,6,561424697,0.5,1,2
8,1,7,1127,0.5,1,2
7,2,7,920575910,0.5,1,2
6,2,6,856617752,0.5,1,2
4,1,7,539582529,0.5,1,2
7,2,6,711250199,0.5,1,2
10,1,4,1353098529,0.5,1,2
10,0,4,519261415,0.5,1,2
7,0,12,1211790507,0.5,1,2
6,5,8,1582012350,0.5,1,2
10,1,7,561424697,0.5,1,2
8,0,7,1127,0.5,1,2
2,3,9,920575910,0.5,1,2
8,0,5,856617752,0.5,1,2
4,0,8,539582529,0.5,1,2
5,0,6,711250199,0.5,1,2
5,0,6,1353098529,0.5,1,2
9,0,6,519261415,0.5,1,2
8,2,6,1211790507,0.5,1,2
5,0,9,1582012350,0.5,1,2
6,1,7,561424697,0.5,1,2
9,1,7,1127,0.5,1,2
7,0,4,920575910,0.5,1,2
8,1,8,856617752,0.5,1,2
5,0,8,539582529,0.5,1,2
5,1,7,711250199,0.5,1,2
9,1,5,1353098529,0.5,1,2
11,1,6,519261415,0.5,1,2
11,0,8,1211790507,0.5,1,2
5,6,8,1582012350,0.5,1,2
8,2,7,561424697,0.5,1,2
7,1,7,1127,0.5,1,2
8,2,3,920575910,0.5,1,2
7,0,8,856617752,0.5,1,2
5,1,8,539582529,0.5,1,2
4,0,9,711250199,0.5,1,2
9,1,5,1353098529,0.5,1,2
9,1,4,519261415,0.5,1,2
10,3,8,1211790507,0.5,1,2
5,5,8,1582012350,0.5,1,2
8,0,9,561424697,0.5,1,2
7,0,9,1127,0.5,1,2
8,2,2,920575910,0.5,1,2
7,0,7,856617752,0.5,1,2
7,1,3,539582529,0.5,1,2
4,0,9,711250199,0.5,1,2
9,1,5,1353098529,0.5,1,2
7,0,8,519261415,0.5,1,2
12,1,4,1211790507,0.5,1,2
6,5,6,1582012350,0.5,1,2
8,0,9,561424697,0.5,1,2
9,1,8,1127,0.5,1,2
8,3,5,920575910,0.5,1,2
7,1,7,856617752,0.5,1,2
6,3,7,539582529,0.5,1,2
5,0,9,711250199,0.5,1,2
8,0,7,1353098529,0.5,1,2
9,1,5,519261415,0.5,1,2
8,3,12,1211790507,0.5,1,2
5,5,7,1582012350,0.5,1,2
6,1,10,561424697,0.5,1,2
9,0,6,1127,0.5,1,2
8,1,3,920575910,0.5,1,2
6,1,8,856617752,0.5,1,2
3,1,9,539582529,0.5,1,2
7,1,6,711250199,0.5,1,2
8,1,7,1353098529,0.5,1,2
9,1,6,519261415,0.5,1,2
8,3,11,1211790507,0.5,1,2
7,5,4,1582012350,0.5,1,2
7,2,9,561424697,0.5,1,2
10,0,6,1127,0.5,1,2
7,1,5,920575910,0.5,1,2
7,2,6,856617752,0.5,1,2
7,0,3,539582529,0.5,1,2
5,0,8,711250199,0.5,1,2
6,2,10,1353098529,0.5,1,2
10,2,2,519261415,0.5,1,2
10,4,7,1211790507,0.5,1,2
6,4,9,1582012350,0.5,1,2
7,0,9,561424697,0.5,1,2
6,0,10,1127,0.5,1,2
3,4,10,920575910,0.5,1,2
8,1,6,856617752,0.5,1,2
4,1,9,539582529,0.5,1,2
7,1,5,711250199,0.5,1,2
5,0,9,1353098529,0.5,1,2
10,1,6,519261415,0.5,1,2
9,3,9,1211790507,0.5,1,2
9,2,7,1582012350,0.5,1,2
7,2,5,561424697,0.5,1,2
12,0,5,1127,0.5,1,2
9,1,10,920575910,0.5,1,2
10,1,5,856617752,0.5,1,2
5,3,6,539582529,0.5,1,2
6,0,8,711250199,0.5,1,2
7,0,12,1353098529,0.5,1,2
11,2,1,519261415,0.5,1,2
11,0,7,1211790507,0.5,1,2
6,4,5,1582012350,0.5,1,2
8,7,7,561424697,0.5,1,2
13,0,3,1127,0.5,1,2
9,2,9,920575910,0.5,1,2
10,0,5,856617752,0.5,1,2
5,1,7,539582529,0.5,1,2
6,0,7,711250199,0.5,1,2
7,0,11,1353098529,0.5,1,2
11,2,1,519261415,0.5,1,2
11,0,6,1211790507,0.5,1,2
7,2,8,1582012350,0.5,1,2
8,7,7,561424697,0.5,1,2
8,0,10,1127,0.5,1,2
7,1,6,920575910,0.5,1,2
10,0,9,856617752,0.5,1,2
7,1,5,539582529,0.5,1,2
9,1,6,711250199,0.5,1,2
5,0,11,1353098529,0.5,1,2
10,1,6,519261415,0.5,1,2
8,3,9,1211790507,0.5,1,2
8,7,4,1582012350,0.5,1,2
8,3,8,561424697,0.5,1,2
8,0,10,1127,0.5,1,2
7,1,9,920575910,0.5,1,2
11,0,5,856617752,0.5,1,2
6,0,10,539582529,0.5,1,2
7,8,6,711250199,0.5,1,2
8,0,8,1353098529,0.5,1,2
10,1,7,519261415,0.5,1,2
8,3,9,1211790507,0.5,1,2
6,7,9,1582012350,0.5,1,2
8,1,10,561424697,0.5,1,2
9,0,6,1127,0.5,1,2
7,1,5,920575910,0.5,1,2
6,1,8,856617752,0.5,1,2
4,1,9,539582529,0.5,1,2
6,2,7,711250199,0.5,1,2
11,0,8,1353098529,0.5,1,2
7,1,7,519261415,0.5,1,2
8,0,11,1211790507,0.5,1,2
7,5,4,1582012350,0.5,1,2
8,1,10,561424697,0.5,1,2
8,0,10,1127,0.5,1,2
7,1,5,920575910,0.5,1,2
11,0,5,856617752,0.5,1,2
6,0,10,539582529,0.5,1,2
8,6,7,711250199,0.5,1,2
5,1,10,1353098529,0.5,1,2
10,1,7,519261415,0.5,1,2
8,3,9,1211790507,0.5,1,2
8,7,4,1582012350,0.5,1,2
8,2,11,561424697,0.5,1,2
8,0,10,1127,0.5,1,2
7,0,6,920575910,0.5,1,2
11,0,5,856617752,0.5,1,2
5,1,10,539582529,0.5,1,2
8,5,7,711250199,0.5,1,2
6,0,11,1353098529,0.5,1,2
10,1,6,519261415,0.5,1,2
8,3,9,1211790507,0.5,1,2
8,7,5,1582012350,0.5,1,2
8,2,12,561424697,0.5,1,2
9,0,8,1127,0.5,1,2
7,1,5,920575910,0.5,1,2
10,0,7,856617752,0.5,1,2
7,0,7,539582529,0.5,1,2
8,4,7,711250199,0.5,1,2
6,0,10,1353098529,0.5,1,2
10,1,5,519261415,0.5,1,2
8,3,9,1211790507,0.5,1,2
8,7,4,1582012350,0.5,1,2
8,2,9,561424697,0.5,1,2
9,0,6,1127,0.5,1,2
6,2,8,920575910,0.5,1,2
6,1,6,856617752,0.5,1,2
3,2,9,539582529,0.5,1,2
6,2,7,711250199,0.5,1,2
11,0,8,1353098529,0.5,1,2
7,1,5,519261415,0.5,1,2
8,0,11,1211790507,0.5,1,2
7,5,4,1582012350,0.5,1,2
8,1,8,561424697,0.5,1,2
8,0,10,1127,0.5,1,2
7,1,5,920575910,0.5,1,2
11,1,3,856617752,0.5,1,2
5,1,10,539582529,0.5,1,2
8,4,6,711250199,0.5,1,2
6,1,10,1353098529,0.5,1,2
10,1,5,519261415,0.5,1,2
8,3,9,1211790507,0.5,1,2
8,7,5,1582012350,0.5,1,2
8,3,6,561424697,0.5,1,2
8,0,10,1127,0.5,1,2
7,1,6,920575910,0.5,1,2
11,0,5,856617752,0.5,1,2
5,1,10,539582529,0.5,1,2
8,2,7,711250199,0.5,1,2
6,2,8,1353098529,0.5,1,2
9,4,7,519261415,0.5,1,2
8,3,9,1211790507,0.5,1,2
8,7,5,1582012350,0.5,1,2
8,3,6,561424697,0.5,1,2
9,0,8,1127,0.5,1,2
7,1,5,920575910,0.5,1,2
10,1,5,856617752,0.5,1,2
7,1,5,539582529,0.5,1,2
8,1,6,711250199,0.5,1,2
8,1,8,1353098529,0.5,1,2
9,0,8,519261415,0.5,1,2
8,4,9,1211790507,0.5,1,2
8,7,5,1582012350,0.5,1,2
8,1,9,561424697,0.5,1,2
9,0,9,1127,0.5,1,2
7,1,5,920575910,0.5,1,2
11,0,5,856617752,0.5,1,2
5,1,10,539582529,0.5,1,2
8,0,6,711250199,0.5,1,2
6,0,8,1353098529,0.5,1,2
9,0,10,519261415,0.5,1,2
8,3,9,1211790507,0.5,1,2
8,7,5,1582012350,0.5,1,2
8,3,6,561424697,0.5,1,2
8,0,6,1127,0.5,1,2
5,2,8,920575910,0.5,1,2
8,0,2,856617752,0.5,1,2
3,1,8,539582529,0.5,1,2
7,2,4,711250199,0.5,1,2
6,1,4,1353098529,0.5,1,2
9,1,3,519261415,0.5,1,2
11,0,8,1211790507,0.5,1,2
5,5,6,1582012350,0.5,1,2
7,1,7,561424697,0.5,1,2
7,0,8,1127,0.5,1,2
4,4,10,920575910,0.5,1,2
7,0,9,856617752,0.5,1,2
4,1,8,539582529,0.5,1,2
8,0,5,711250199,0.5,1,2
6,0,6,1353098529,0.5,1,2
10,0,5,519261415,0.5,1,2
10,0,7,1211790507,0.5,1,2
6,7,5,1582012350,0.5,1,2
9,2,5,561424697,0.5,1,2
8,0,6,1127,0.5,1,2
5,3,8,920575910,0.5,1,2
5,0,9,856617752,0.5,1,2
5,0,5,539582529,0.5,1,2
7,2,4,711250199,0.5,1,2
6,1,8,1353098529,0.5,1,2
9,0,5,519261415,0.5,1,2
10,0,10,1211790507,0.5,1,2
5,5,6,1582012350,0.5,1,2
5,1,7,561424697,0.5,1,2
7,0,8,1127,0.5,1,2
5,3,11,920575910,0.5,1,2
7,0,9,856617752,0.5,1,2
6,1,5,539582529,0.5,1,2
7,2,4,711250199,0.5,1,2
6,0,6,1353098529,0.5,1,2
8,0,6,519261415,0.5,1,2
10,4,6,1211790507,0.5,1,2
6,7,3,1582012350,0.5,1,2
9,2,5,561424697,0.5,1,2
8,0,6,1127,0.5,1,2
5,3,8,920575910,0.5,1,2
5,0,9,856617752,0.5,1,2
3,1,8,539582529,0.5,1,2
8,0,6,711250199,0.5,1,2
5,0,10,1353098529,0.5,1,2
9,1,5,519261415,0.5,1,2
11,2,8,1211790507,0.5,1,2
5,5,6,1582012350,0.5,1,2
8,2,6,561424697,0.5,1,2
9,0,6,1127,0.5,1,2
6,2,11,920575910,0.5,1,2
9,0,1,856617752,0.5,1,2
6,0,3,539582529,0.5,1,2
7,0,6,711250199,0.5,1,2
3,0,6,1353098529,0.5,1,2
10,1,5,519261415,0.5,1,2
10,0,7,1211790507,0.5,1,2
6,7,3,1582012350,0.5,1,2
10,1,4,561424697,0.5,1,2
10,1,7,1127,0.5,1,2
4,0,11,920575910,0.5,1,2
8,0,8,856617752,0.5,1,2
10,1,2,539582529,0.5,1,2
9,2,5,711250199,0.5,1,2
8,1,5,1353098529,0.5,1,2
9,1,8,519261415,0.5,1,2
7,4,11,1211790507,0.5,1,2
7,8,4,1582012350,0.5,1,2
8,1,7,561424697,0.5,1,2
11,2,5,1127,0.5,1,2
6,2,9,920575910,0.5,1,2
8,0,5,856617752,0.5,1,2
8,0,7,539582529,0.5,1,2
6,1,7,711250199,0.5,1,2
5,0,7,1353098529,0.5,1,2
7,1,7,519261415,0.5,1,2
12,4,6,1211790507,0.5,1,2
6,5,8,1582012350,0.5,1,2
9,1,10,561424697,0.5,1,2
10,0,9,1127,0.5,1,2
5,2,12,920575910,0.5,1,2
6,0,10,856617752,0.5,1,2
5,1,9,539582529,0.5,1,2
6,0,8,711250199,0.5,1,2
9,1,4,1353098529,0.5,1,2
9,0,9,519261415,0.5,1,2
10,0,10,1211790507,0.5,1,2
8,5,7,1582012350,0.5,1,2
6,1,10,561424697,0.5,1,2
10,0,8,1127,0.5,1,2
6,2,8,920575910,0.5,1,2
9,0,5,856617752,0.5,1,2
7,1,9,539582529,0.5,1,2
9,0,6,711250199,0.5,1,2
9,0,4,1353098529,0.5,1,2
12,1,3,519261415,0.5,1,2
9,4,9,1211790507,0.5,1,2
7,6,10,1582012350,0.5,1,2
10,1,8,561424697,0.5,1,2
10,0,8,1127,0.5,1,2
7,2,7,920575910,0.5,1,2
7,2,10,856617752,0.5,1,2
7,0,9,539582529,0.5,1,2
10,2,5,711250199,0.5,1,2
9,0,7,1353098529,0.5,1,2
13,1,2,519261415,0.5,1,2
9,4,9,1211790507,0.5,1,2
7,6,10,1582012350,0.5,1,2
7,3,11,561424697,0.5,1,2
10,0,9,1127,0.5,1,2
6,2,8,920575910,0.5,1,2
7,0,9,856617752,0.5,1,2
5,3,6,539582529,0.5,1,2
9,0,6,711250199,0.5,1,2
9,0,6,1353098529,0.5,1,2
10,1,6,519261415,0.5,1,2
10,4,10,1211790507,0.5,1,2
11,6,7,1582012350,0.5,1,2
11,1,4,561424697,0.5,1,2
9,0,7,1127,0.5,1,2
8,5,7,920575910,0.5,1,2
7,1,6,856617752,0.5,1,2
7,1,8,539582529,0.5,1,2
7,0,6,711250199,0.5,1,2
7,2,9,1353098529,0.5,1,2
8,1,8,519261415,0.5,1,2
8,4,8,1211790507,0.5,1,2
6,0,11,1582012350,0.5,1,2
8,3,9,561424697,0.5,1,2
10,0,9,1127,0.5,1,2
6,2,8,920575910,0.5,1,2
8,0,7,856617752,0.5,1,2
6,1,8,539582529,0.5,1,2
10,1,5,711250199,0.5,1,2
9,0,6,1353098529,0.5,1,2
12,0,5,519261415,0.5,1,2
11,4,9,1211790507,0.5,1,2
11,0,9,1582012350,0.5,1,2
11,2,4,561424697,0.5,1,2
9,0,6,1127,0.5,1,2
6,3,9,920575910,0.5,1,2
7,1,9,856617752,0.5,1,2
6,1,5,539582529,0.5,1,2
7,0,6,711250199,0.5,1,2
3,0,8,1353098529,0.5,1,2
10,1,3,519261415,0.5,1,2
10,4,7,1211790507,0.5,1,2
7,6,6,1582012350,0.5,1,2
9,2,5,561424697,0.5,1,2
1,4,5,1179,1,1,1
3,4,4,284698154,1,1,1
1,5,6,6279917,1,1,1
1,2,7,67146912,1,1,1
3,1,2,1733015082,1,1,1
2,3,5,1179,1,1,1
3,4,6,284698154,1,1,1
2,4,6,6279917,1,1,1
1,2,8,67146912,1,1,1
3,1,2,1733015082,1,1,1
2,3,5,1179,1,1,1
3,4,6,284698154,1,1,1
2,4,6,6279917,1,1,1
1,2,8,67146912,1,1,1
3,1,2,1733015082,1,1,1
1,2,7,1179,1,1,1
4,2,4,284698154,1,1,1
4,2,4,6279917,1,1,1
2,3,4,67146912,1,1,1
3,1,3,1733015082,1,1,1
1,4,6,1179,1,1,1
3,4,5,284698154,1,1,1
3,4,5,6279917,1,1,1
1,2,7,67146912,1,1,1
3,1,2,1733015082,1,1,1
1,4,6,1179,1,1,1
3,4,5,284698154,1,1,1
3,4,5,6279917,1,1,1
1,2,7,67146912,1,1,1
3,1,2,1733015082,1,1,1
3,2,5,1179,1,1,1
5,2,6,284698154,1,1,1
3,3,6,6279917,1,1,1
3,0,7,67146912,1,1,1
3,1,3,1733015082,1,1,1
3,2,5,1179,1,1,1
5,2,4,284698154,1,1,1
3,3,6,6279917,1,1,1
3,0,7,67146912,1,1,1
3,1,3,1733015082,1,1,1
3,2,5,1179,1,1,1
5,2,6,284698154,1,1,1
3,3,6,6279917,1,1,1
3,0,7,67146912,1,1,1
3,1,3,1733015082,1,1,1
2,4,3,1179,1,1,1
4,2,3,284698154,1,1,1
5,3,1,6279917,1,1,1
1,4,5,67146912,1,1,1
3,0,3,1733015082,1,1,1
2,4,6,1179,1,1,1
3,5,4,284698154,1,1,1
3,5,5,6279917,1,1,1
2,2,6,67146912,1,1,1
4,0,2,1733015082,1,1,1
1,3,7,1179,1,1,1
3,3,6,284698154,1,1,1
3,3,6,6279917,1,1,1
1,1,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
1,3,7,1179,1,1,1
3,3,6,284698154,1,1,1
3,3,6,6279917,1,1,1
1,1,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
3,2,5,1179,1,1,1
3,4,6,284698154,1,1,1
3,3,6,6279917,1,1,1
3,0,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
3,2,5,1179,1,1,1
5,2,4,284698154,1,1,1
3,3,6,6279917,1,1,1
3,0,7,67146912,1,1,1
3,1,3,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,6,284698154,1,1,1
3,4,6,6279917,1,1,1
1,3,7,67146912,1,1,1
3,2,2,1733015082,1,1,1
1,4,6,1179,1,1,1
3,4,4,284698154,1,1,1
3,5,3,6279917,1,1,1
1,2,7,67146912,1,1,1
3,1,3,1733015082,1,1,1
1,5,6,1179,1,1,1
1,2,9,284698154,1,1,1
1,2,9,6279917,1,1,1
1,4,6,67146912,1,1,1
3,1,5,1733015082,1,1,1
1,5,6,1179,1,1,1
1,2,9,284698154,1,1,1
4,4,5,6279917,1,1,1
1,4,6,67146912,1,1,1
2,1,6,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,4,284698154,1,1,1
4,5,4,6279917,1,1,1
1,2,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,4,284698154,1,1,1
4,5,4,6279917,1,1,1
1,2,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
3,2,5,1179,1,1,1
5,2,4,284698154,1,1,1
3,3,6,6279917,1,1,1
3,0,7,67146912,1,1,1
3,1,3,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,4,284698154,1,1,1
4,5,4,6279917,1,1,1
1,2,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,4,284698154,1,1,1
4,5,4,6279917,1,1,1
1,2,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,4,284698154,1,1,1
4,5,4,6279917,1,1,1
1,2,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
3,2,5,1179,1,1,1
5,2,4,284698154,1,1,1
3,3,6,6279917,1,1,1
3,0,7,67146912,1,1,1
3,1,3,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,4,284698154,1,1,1
4,5,4,6279917,1,1,1
1,2,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,4,284698154,1,1,1
4,5,4,6279917,1,1,1
1,2,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,4,284698154,1,1,1
4,5,4,6279917,1,1,1
1,2,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
1,4,7,1179,1,1,1
3,4,4,284698154,1,1,1
4,5,4,6279917,1,1,1
1,2,8,67146912,1,1,1
3,2,2,1733015082,1,1,1
1,4,5,1179,1,1,1
3,4,5,284698154,1,1,1
1,5,6,6279917,1,1,1
1,2,8,67146912,1,1,1
3,1,2,1733015082,1,1,1
1,4,6,1179,1,1,1
3,4,5,284698154,1,1,1
3,5,4,6279917,1,1,1
