recombinations,back mutations,recurrent mutations,run seed,recombination cost,recurrent mutation cost,back mutation cost
5,0,2,1256555656,1.1,1,1
2,1,8,1077512885,1.1,1,1
7,4,2,37508789,1.1,1,1
3,2,6,1920292679,1.1,1,1
3,1,4,1317789295,1.1,1,1
4,4,4,404757936,1.1,1,1
7,2,2,823284231,1.1,1,1
4,3,2,1339,1.1,1,1
3,4,8,806016959,1.1,1,1
4,3,4,1189249954,1.1,1,1
4,0,2,1256555656,1.1,1,1
2,1,7,1077512885,1.1,1,1
4,2,5,37508789,1.1,1,1
3,1,7,1920292679,1.1,1,1
3,4,1,1317789295,1.1,1,1
4,6,5,404757936,1.1,1,1
7,2,2,823284231,1.1,1,1
5,3,2,1339,1.1,1,1
3,4,7,806016959,1.1,1,1
3,3,6,1189249954,1.1,1,1
5,0,2,1256555656,1.1,1,1
2,1,8,1077512885,1.1,1,1
7,4,2,37508789,1.1,1,1
3,2,6,1920292679,1.1,1,1
3,1,4,1317789295,1.1,1,1
4,4,4,404757936,1.1,1,1
7,2,2,823284231,1.1,1,1
4,2,5,1339,1.1,1,1
3,5,5,806016959,1.1,1,1
3,2,6,1189249954,1.1,1,1
4,0,6,1256555656,1.1,1,1
3,1,6,1077512885,1.1,1,1
7,4,2,37508789,1.1,1,1
3,1,7,1920292679,1.1,1,1
3,3,2,1317789295,1.1,1,1
2,4,5,404757936,1.1,1,1
7,2,1,823284231,1.1,1,1
5,1,4,1339,1.1,1,1
4,5,4,806016959,1.1,1,1
3,2,7,1189249954,1.1,1,1
6,0,1,1256555656,1.1,1,1
3,2,6,1077512885,1.1,1,1
4,1,6,37508789,1.1,1,1
4,2,4,1920292679,1.1,1,1
5,1,2,1317789295,1.1,1,1
2,4,6,404757936,1.1,1,1
6,2,5,823284231,1.1,1,1
4,0,6,1339,1.1,1,1
4,5,4,806016959,1.1,1,1
5,3,4,1189249954,1.1,1,1
4,1,2,1256555656,1.1,1,1
3,1,7,1077512885,1.1,1,1
5,2,5,37508789,1.1,1,1
3,2,5,1920292679,1.1,1,1
4,2,5,1317789295,1.1,1,1
2,4,6,404757936,1.1,1,1
4,0,7,823284231,1.1,1,1
4,0,6,1339,1.1,1,1
3,2,8,806016959,1.1,1,1
1,5,8,1189249954,1.1,1,1
4,1,6,1256555656,1.1,1,1
3,1,10,1077512885,1.1,1,1
3,2,7,37508789,1.1,1,1
4,2,8,1920292679,1.1,1,1
5,2,8,1317789295,1.1,1,1
1,3,8,404757936,1.1,1,1
5,1,5,823284231,1.1,1,1
4,0,4,1339,1.1,1,1
4,2,7,806016959,1.1,1,1
1,5,8,1189249954,1.1,1,1
4,1,6,1256555656,1.1,1,1
3,1,10,1077512885,1.1,1,1
3,2,7,37508789,1.1,1,1
4,2,8,1920292679,1.1,1,1
5,2,8,1317789295,1.1,1,1
1,3,8,404757936,1.1,1,1
5,1,5,823284231,1.1,1,1
4,4,2,1339,1.1,1,1
4,5,4,806016959,1.1,1,1
2,6,4,1189249954,1.1,1,1
6,0,7,1256555656,1.1,1,1
2,2,5,1077512885,1.1,1,1
4,1,8,37508789,1.1,1,1
5,2,7,1920292679,1.1,1,1
3,2,7,1317789295,1.1,1,1
2,4,6,404757936,1.1,1,1
8,0,4,823284231,1.1,1,1
5,3,2,1339,1.1,1,1
3,4,5,806016959,1.1,1,1
3,3,6,1189249954,1.1,1,1
5,0,2,1256555656,1.1,1,1
2,1,8,1077512885,1.1,1,1
6,4,2,37508789,1.1,1,1
3,2,8,1920292679,1.1,1,1
5,1,2,1317789295,1.1,1,1
2,3,6,404757936,1.1,1,1
7,1,2,823284231,1.1,1,1
4,4,2,1339,1.1,1,1
4,5,4,806016959,1.1,1,1
2,6,4,1189249954,1.1,1,1
6,0,7,1256555656,1.1,1,1
2,2,5,1077512885,1.1,1,1
7,4,4,37508789,1.1,1,1
5,2,7,1920292679,1.1,1,1
3,2,3,1317789295,1.1,1,1
2,4,6,404757936,1.1,1,1
8,0,4,823284231,1.1,1,1
4,3,2,1339,1.1,1,1
4,4,4,806016959,1.1,1,1
4,3,4,1189249954,1.1,1,1
4,0,2,1256555656,1.1,1,1
2,1,5,1077512885,1.1,1,1
4,2,5,37508789,1.1,1,1
3,1,7,1920292679,1.1,1,1
3,4,1,1317789295,1.1,1,1
2,3,6,404757936,1.1,1,1
7,0,3,823284231,1.1,1,1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
1,4,4,728216798,1.1,1,1.1
3,0,4,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,2,988001483,1.1,1,1.1
3,4,3,1410974650,1.1,1,1.1
2,2,3,728216798,1.1,1,1.1
3,0,4,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,2,988001483,1.1,1,1.1
3,4,3,1410974650,1.1,1,1.1
2,2,3,728216798,1.1,1,1.1
3,1,4,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,1,2,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
1,3,5,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
1,4,4,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
1,4,4,728216798,1.1,1,1.1
3,1,5,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
5,1,3,1410974650,1.1,1,1.1
3,2,4,728216798,1.1,1,1.1
3,1,5,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
5,1,3,1410974650,1.1,1,1.1
3,2,4,728216798,1.1,1,1.1
3,1,5,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
5,1,3,1410974650,1.1,1,1.1
3,2,4,728216798,1.1,1,1.1
3,0,4,1172,1.1,1,1.1
4,1,1,865870232,1.1,1,1.1
4,1,2,988001483,1.1,1,1.1
2,4,4,1410974650,1.1,1,1.1
1,3,5,728216798,1.1,1,1.1
4,0,5,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
4,2,3,1410974650,1.1,1,1.1
3,2,5,728216798,1.1,1,1.1
2,1,6,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
3,1,4,988001483,1.1,1,1.1
3,2,4,1410974650,1.1,1,1.1
1,3,5,728216798,1.1,1,1.1
2,1,6,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
3,1,4,988001483,1.1,1,1.1
3,2,4,1410974650,1.1,1,1.1
1,3,5,728216798,1.1,1,1.1
4,0,6,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
5,0,4,988001483,1.1,1,1.1
5,1,3,1410974650,1.1,1,1.1
3,2,4,728216798,1.1,1,1.1
4,0,5,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
5,0,3,988001483,1.1,1,1.1
5,1,3,1410974650,1.1,1,1.1
3,2,4,728216798,1.1,1,1.1
3,1,5,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
2,3,4,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
2,5,4,1410974650,1.1,1,1.1
1,4,5,728216798,1.1,1,1.1
3,1,5,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
1,4,6,1410974650,1.1,1,1.1
2,4,3,728216798,1.1,1,1.1
3,1,5,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
1,4,6,1410974650,1.1,1,1.1
2,4,3,728216798,1.1,1,1.1
3,0,6,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
3,0,6,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
4,0,5,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
5,0,3,988001483,1.1,1,1.1
5,1,3,1410974650,1.1,1,1.1
3,2,4,728216798,1.1,1,1.1
3,0,6,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
3,0,6,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
3,0,6,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
4,0,5,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
5,0,3,988001483,1.1,1,1.1
5,1,3,1410974650,1.1,1,1.1
3,2,4,728216798,1.1,1,1.1
3,0,6,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
3,0,6,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
3,0,6,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
3,0,6,1172,1.1,1,1.1
4,0,3,865870232,1.1,1,1.1
4,0,4,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
2,2,4,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
1,4,5,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
1,4,4,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
2,2,6,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
1,4,4,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
1,4,5,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,1,1,865870232,1.1,1,1.1
4,1,2,988001483,1.1,1,1.1
4,3,3,1410974650,1.1,1,1.1
2,4,4,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
2,5,4,1410974650,1.1,1,1.1
2,5,4,728216798,1.1,1,1.1
4,0,5,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
5,0,3,988001483,1.1,1,1.1
3,3,4,1410974650,1.1,1,1.1
1,4,5,728216798,1.1,1,1.1
3,1,5,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
3,3,5,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
3,1,5,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
3,3,5,1410974650,1.1,1,1.1
1,5,4,728216798,1.1,1,1.1
3,0,7,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
3,4,3,1410974650,1.1,1,1.1
2,5,5,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
2,2,6,728216798,1.1,1,1.1
3,0,7,1172,1.1,1,1.1
4,1,2,865870232,1.1,1,1.1
4,1,3,988001483,1.1,1,1.1
3,4,3,1410974650,1.1,1,1.1
2,5,5,728216798,1.1,1,1.1
3,0,5,1172,1.1,1,1.1
4,0,2,865870232,1.1,1,1.1
4,0,3,988001483,1.1,1,1.1
3,3,3,1410974650,1.1,1,1.1
1,4,4,728216798,1.1,1,1.1
3,3,5,2085,1.1,1,1.1
1,4,7,1760270880,1.1,1,1.1
7,2,2,1792478909,1.1,1,1.1
3,2,6,1003968078,1.1,1,1.1
4,0,5,786119087,1.1,1,1.1
5,3,2,553979292,1.1,1,1.1
3,0,4,2109665208,1.1,1,1.1
4,5,2,1569229352,1.1,1,1.1
3,4,4,1570086418,1.1,1,1.1
5,2,6,893843599,1.1,1,1.1
4,0,4,2085,1.1,1,1.1
5,1,4,1760270880,1.1,1,1.1
6,4,0,1792478909,1.1,1,1.1
3,3,4,1003968078,1.1,1,1.1
4,0,5,786119087,1.1,1,1.1
4,3,6,553979292,1.1,1,1.1
4,3,2,2109665208,1.1,1,1.1
5,0,4,1569229352,1.1,1,1.1
6,6,2,1570086418,1.1,1,1.1
5,1,7,893843599,1.1,1,1.1
4,0,4,2085,1.1,1,1.1
5,1,4,1760270880,1.1,1,1.1
6,4,0,1792478909,1.1,1,1.1
3,3,4,1003968078,1.1,1,1.1
4,0,5,786119087,1.1,1,1.1
4,3,6,553979292,1.1,1,1.1
4,3,2,2109665208,1.1,1,1.1
5,0,4,1569229352,1.1,1,1.1
6,6,2,1570086418,1.1,1,1.1
5,1,7,893843599,1.1,1,1.1
3,2,3,2085,1.1,1,1.1
5,5,5,1760270880,1.1,1,1.1
7,4,1,1792478909,1.1,1,1.1
4,3,5,1003968078,1.1,1,1.1
4,3,2,786119087,1.1,1,1.1
6,3,6,553979292,1.1,1,1.1
3,1,7,2109665208,1.1,1,1.1
6,2,3,1569229352,1.1,1,1.1
5,2,4,1570086418,1.1,1,1.1
8,0,3,893843599,1.1,1,1.1
3,3,4,2085,1.1,1,1.1
8,3,1,1760270880,1.1,1,1.1
7,2,2,1792478909,1.1,1,1.1
3,2,6,1003968078,1.1,1,1.1
4,0,4,786119087,1.1,1,1.1
4,3,3,553979292,1.1,1,1.1
4,1,5,2109665208,1.1,1,1.1
5,3,3,1569229352,1.1,1,1.1
4,6,2,1570086418,1.1,1,1.1
6,1,3,893843599,1.1,1,1.1
3,1,7,2085,1.1,1,1.1
8,3,1,1760270880,1.1,1,1.1
7,2,2,1792478909,1.1,1,1.1
3,2,6,1003968078,1.1,1,1.1
4,0,5,786119087,1.1,1,1.1
4,3,3,553979292,1.1,1,1.1
4,0,4,2109665208,1.1,1,1.1
5,3,3,1569229352,1.1,1,1.1
4,6,2,1570086418,1.1,1,1.1
7,1,3,893843599,1.1,1,1.1
3,2,6,2085,1.1,1,1.1
4,4,4,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,0,8,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
3,1,4,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
5,4,2,1570086418,1.1,1,1.1
3,2,9,893843599,1.1,1,1.1
3,2,6,2085,1.1,1,1.1
1,5,7,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,0,8,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
3,1,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
9,2,4,1570086418,1.1,1,1.1
3,2,9,893843599,1.1,1,1.1
3,2,6,2085,1.1,1,1.1
1,5,7,1760270880,1.1,1,1.1
7,2,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,0,9,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
3,1,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
5,2,4,1570086418,1.1,1,1.1
3,2,9,893843599,1.1,1,1.1
2,0,7,2085,1.1,1,1.1
5,6,2,1760270880,1.1,1,1.1
7,1,3,1792478909,1.1,1,1.1
3,1,7,1003968078,1.1,1,1.1
3,0,6,786119087,1.1,1,1.1
3,2,5,553979292,1.1,1,1.1
2,1,5,2109665208,1.1,1,1.1
1,1,8,1569229352,1.1,1,1.1
4,2,4,1570086418,1.1,1,1.1
5,1,5,893843599,1.1,1,1.1
2,3,6,2085,1.1,1,1.1
7,5,5,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
2,2,7,786119087,1.1,1,1.1
5,2,7,553979292,1.1,1,1.1
4,0,5,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,7,2,1570086418,1.1,1,1.1
6,2,5,893843599,1.1,1,1.1
3,0,6,2085,1.1,1,1.1
8,3,1,1760270880,1.1,1,1.1
7,2,2,1792478909,1.1,1,1.1
4,2,3,1003968078,1.1,1,1.1
4,2,6,786119087,1.1,1,1.1
4,2,4,553979292,1.1,1,1.1
3,0,6,2109665208,1.1,1,1.1
7,1,3,1569229352,1.1,1,1.1
7,3,4,1570086418,1.1,1,1.1
5,2,4,893843599,1.1,1,1.1
3,0,6,2085,1.1,1,1.1
8,3,1,1760270880,1.1,1,1.1
7,2,2,1792478909,1.1,1,1.1
4,4,3,1003968078,1.1,1,1.1
4,4,5,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
2,0,8,2109665208,1.1,1,1.1
7,1,3,1569229352,1.1,1,1.1
7,5,2,1570086418,1.1,1,1.1
5,2,4,893843599,1.1,1,1.1
3,0,7,2085,1.1,1,1.1
4,4,4,1760270880,1.1,1,1.1
5,4,2,1792478909,1.1,1,1.1
4,3,5,1003968078,1.1,1,1.1
3,1,8,786119087,1.1,1,1.1
4,2,4,553979292,1.1,1,1.1
4,0,5,2109665208,1.1,1,1.1
3,0,7,1569229352,1.1,1,1.1
8,2,5,1570086418,1.1,1,1.1
3,3,8,893843599,1.1,1,1.1
3,2,6,2085,1.1,1,1.1
1,5,7,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
3,3,6,1003968078,1.1,1,1.1
4,0,6,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
3,1,4,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
5,4,2,1570086418,1.1,1,1.1
3,2,9,893843599,1.1,1,1.1
3,1,7,2085,1.1,1,1.1
8,5,2,1760270880,1.1,1,1.1
5,4,0,1792478909,1.1,1,1.1
4,3,5,1003968078,1.1,1,1.1
4,3,4,786119087,1.1,1,1.1
4,3,0,553979292,1.1,1,1.1
4,1,3,2109665208,1.1,1,1.1
7,2,4,1569229352,1.1,1,1.1
4,5,4,1570086418,1.1,1,1.1
8,2,3,893843599,1.1,1,1.1
3,2,4,2085,1.1,1,1.1
5,4,6,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
3,4,5,1003968078,1.1,1,1.1
2,0,8,786119087,1.1,1,1.1
3,3,7,553979292,1.1,1,1.1
4,0,4,2109665208,1.1,1,1.1
4,2,5,1569229352,1.1,1,1.1
4,2,4,1570086418,1.1,1,1.1
7,0,6,893843599,1.1,1,1.1
3,2,6,2085,1.1,1,1.1
7,2,3,1760270880,1.1,1,1.1
7,3,1,1792478909,1.1,1,1.1
4,3,3,1003968078,1.1,1,1.1
3,1,7,786119087,1.1,1,1.1
1,3,11,553979292,1.1,1,1.1
2,0,8,2109665208,1.1,1,1.1
5,2,5,1569229352,1.1,1,1.1
2,5,6,1570086418,1.1,1,1.1
4,3,4,893843599,1.1,1,1.1
3,2,6,2085,1.1,1,1.1
7,2,3,1760270880,1.1,1,1.1
7,3,1,1792478909,1.1,1,1.1
3,2,6,1003968078,1.1,1,1.1
3,0,9,786119087,1.1,1,1.1
4,2,4,553979292,1.1,1,1.1
3,0,6,2109665208,1.1,1,1.1
5,2,5,1569229352,1.1,1,1.1
2,5,6,1570086418,1.1,1,1.1
4,3,4,893843599,1.1,1,1.1
3,1,9,2085,1.1,1,1.1
8,6,2,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,2,8,786119087,1.1,1,1.1
7,2,5,553979292,1.1,1,1.1
4,1,7,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,7,2,1570086418,1.1,1,1.1
7,2,2,893843599,1.1,1,1.1
3,0,8,2085,1.1,1,1.1
8,6,2,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,1,8,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
4,0,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,5,4,1570086418,1.1,1,1.1
7,2,3,893843599,1.1,1,1.1
3,1,7,2085,1.1,1,1.1
1,5,7,1760270880,1.1,1,1.1
7,2,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
4,2,7,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
3,1,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
8,2,4,1570086418,1.1,1,1.1
3,2,9,893843599,1.1,1,1.1
3,0,10,2085,1.1,1,1.1
8,6,2,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,1,8,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
4,0,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,5,4,1570086418,1.1,1,1.1
7,2,3,893843599,1.1,1,1.1
3,0,8,2085,1.1,1,1.1
8,4,4,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,1,8,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
4,0,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,7,2,1570086418,1.1,1,1.1
7,2,2,893843599,1.1,1,1.1
3,1,9,2085,1.1,1,1.1
8,6,2,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,1,8,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
4,0,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,7,2,1570086418,1.1,1,1.1
7,2,2,893843599,1.1,1,1.1
3,1,5,2085,1.1,1,1.1
4,4,4,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
4,2,7,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
3,1,4,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
5,2,4,1570086418,1.1,1,1.1
3,2,9,893843599,1.1,1,1.1
3,1,9,2085,1.1,1,1.1
8,2,5,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,1,6,786119087,1.1,1,1.1
7,2,5,553979292,1.1,1,1.1
4,0,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,5,4,1570086418,1.1,1,1.1
7,2,2,893843599,1.1,1,1.1
3,0,10,2085,1.1,1,1.1
8,2,4,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
2,5,4,1003968078,1.1,1,1.1
3,2,8,786119087,1.1,1,1.1
7,2,5,553979292,1.1,1,1.1
4,1,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,7,2,1570086418,1.1,1,1.1
7,2,2,893843599,1.1,1,1.1
3,0,10,2085,1.1,1,1.1
8,4,2,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
3,3,5,1003968078,1.1,1,1.1
3,1,8,786119087,1.1,1,1.1
6,3,3,553979292,1.1,1,1.1
4,1,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,7,2,1570086418,1.1,1,1.1
7,2,2,893843599,1.1,1,1.1
3,0,10,2085,1.1,1,1.1
8,6,2,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
3,3,5,1003968078,1.1,1,1.1
3,2,8,786119087,1.1,1,1.1
7,2,5,553979292,1.1,1,1.1
4,0,6,2109665208,1.1,1,1.1
6,4,2,1569229352,1.1,1,1.1
3,7,2,1570086418,1.1,1,1.1
7,2,2,893843599,1.1,1,1.1
3,1,6,2085,1.1,1,1.1
4,4,4,1760270880,1.1,1,1.1
6,2,3,1792478909,1.1,1,1.1
3,2,5,1003968078,1.1,1,1.1
4,0,5,786119087,1.1,1,1.1
4,2,4,553979292,1.1,1,1.1
3,0,4,2109665208,1.1,1,1.1
3,0,6,1569229352,1.1,1,1.1
6,4,4,1570086418,1.1,1,1.1
5,2,6,893843599,1.1,1,1.1
3,0,7,2085,1.1,1,1.1
5,4,3,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
4,2,4,1003968078,1.1,1,1.1
4,2,6,786119087,1.1,1,1.1
3,2,6,553979292,1.1,1,1.1
3,0,4,2109665208,1.1,1,1.1
6,2,3,1569229352,1.1,1,1.1
4,5,3,1570086418,1.1,1,1.1
5,2,6,893843599,1.1,1,1.1
3,1,6,2085,1.1,1,1.1
4,4,4,1760270880,1.1,1,1.1
7,2,3,1792478909,1.1,1,1.1
3,4,4,1003968078,1.1,1,1.1
4,0,5,786119087,1.1,1,1.1
6,2,3,553979292,1.1,1,1.1
3,0,4,2109665208,1.1,1,1.1
3,0,6,1569229352,1.1,1,1.1
6,5,2,1570086418,1.1,1,1.1
5,2,6,893843599,1.1,1,1.1
3,4,5,2085,1.1,1,1.1
5,4,3,1760270880,1.1,1,1.1
7,3,2,1792478909,1.1,1,1.1
4,2,5,1003968078,1.1,1,1.1
4,2,6,786119087,1.1,1,1.1
4,3,3,553979292,1.1,1,1.1
3,0,6,2109665208,1.1,1,1.1
6,2,3,1569229352,1.1,1,1.1
4,5,3,1570086418,1.1,1,1.1
5,2,6,893843599,1.1,1,1.1
3,1,6,2085,1.1,1,1.1
4,4,4,1760270880,1.1,1,1.1
7,2,1,1792478909,1.1,1,1.1
3,2,6,1003968078,1.1,1,1.1
4,0,5,786119087,1.1,1,1.1
6,2,3,553979292,1.1,1,1.1
3,0,6,2109665208,1.1,1,1.1
3,0,6,1569229352,1.1,1,1.1
4,6,2,1570086418,1.1,1,1.1
5,2,6,893843599,1.1,1,1.1
3,4,5,2085,1.1,1,1.1
1,4,7,1760270880,1.1,1,1.1
7,3,1,1792478909,1.1,1,1.1
4,2,5,1003968078,1.1,1,1.1
4,2,6,786119087,1.1,1,1.1
4,3,3,553979292,1.1,1,1.1
