recombinations,sequencing errors,recurrent mutations,run seed,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
-1,-1,-1,2803954431.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,3528440933.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,1831155326.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,3734663907.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,1991447198.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,2419689434.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,1967818301.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,2616475209.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,1825450759.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,3089530327.000000,1,1.1,-1,-1,30,1000,2147483647
