recombinations,sequencing errors,recurrent mutations,run seed,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
-1,-1,-1,3739367073.000000,0.5,0.51,1,2,30,1000,2147483647
-1,-1,-1,3731797445.000000,0.5,0.51,1,2,30,1000,2147483647
-1,-1,-1,3475889627.000000,0.5,0.51,1,2,30,1000,2147483647
-1,-1,-1,1678359497.000000,0.5,0.51,1,2,30,1000,2147483647
2,5,0,3509421461.000000,0.5,0.51,1,2,30,1000,2147483647
-1,-1,-1,2686763336.000000,0.5,0.51,1,2,30,1000,2147483647
-1,-1,-1,3784029496.000000,0.5,0.51,1,2,30,1000,2147483647
3,3,0,2523698435.000000,0.5,0.51,1,2,30,1000,2147483647
-1,-1,-1,3661060464.000000,0.4,0.41,1,2,30,1000,2147483647
-1,-1,-1,2605108477.000000,0.4,0.41,1,2,30,1000,2147483647
-1,-1,-1,3313462303.000000,0.4,0.41,1,2,30,1000,2147483647
2,5,0,1996811698.000000,0.4,0.41,1,2,30,1000,2147483647
2,4,1,3694250399.000000,0.4,0.41,1,2,30,1000,2147483647
-1,-1,-1,2761099581.000000,0.4,0.41,1,2,30,1000,2147483647
-1,-1,-1,3405304898.000000,0.4,0.41,1,2,30,1000,2147483647
-1,-1,-1,1948671204.000000,0.4,0.41,1,2,30,1000,2147483647
-1,-1,-1,3700086441.000000,0.4,0.41,1,2,30,1000,2147483647
2,5,0,3334404605.000000,0.4,0.41,1,2,30,1000,2147483647
-1,-1,-1,1861510696.000000,0.3,0.31,1,2,30,1000,2147483647
2,5,0,2268736282.000000,0.3,0.31,1,2,30,1000,2147483647
2,4,1,2750446617.000000,0.3,0.31,1,2,30,1000,2147483647
2,5,0,3511999143.000000,0.3,0.31,1,2,30,1000,2147483647
1,8,0,1826161949.000000,0.3,0.31,1,2,30,1000,2147483647
-1,-1,-1,2548644916.000000,0.3,0.31,1,2,30,1000,2147483647
2,5,0,1790495567.000000,0.3,0.31,1,2,30,1000,2147483647
2,5,0,3388800996.000000,0.3,0.31,1,2,30,1000,2147483647
-1,-1,-1,3486994159.000000,0.3,0.31,1,2,30,1000,2147483647
-1,-1,-1,2176660384.000000,0.3,0.31,1,2,30,1000,2147483647
-1,-1,-1,2907563370.000000,0.2,0.21,1,2,30,1000,2147483647
-1,-1,-1,2750203574.000000,0.2,0.21,1,2,30,1000,2147483647
2,5,0,1837525892.000000,0.2,0.21,1,2,30,1000,2147483647
2,5,0,2538578842.000000,0.2,0.21,1,2,30,1000,2147483647
-1,-1,-1,2147481917.000000,0.2,0.21,1,2,30,1000,2147483647
-1,-1,-1,2538649082.000000,0.2,0.21,1,2,30,1000,2147483647
-1,-1,-1,2429881154.000000,0.2,0.21,1,2,30,1000,2147483647
-1,-1,-1,2819609720.000000,0.2,0.21,1,2,30,1000,2147483647
2,5,0,1755253022.000000,0.2,0.21,1,2,30,1000,2147483647
-1,-1,-1,3350884812.000000,0.2,0.21,1,2,30,1000,2147483647
-1,-1,-1,2481756828.000000,0.1,0.11,1,2,30,1000,2147483647
2,5,0,3239691738.000000,0.1,0.11,1,2,30,1000,2147483647
-1,-1,-1,3449658256.000000,0.1,0.11,1,2,30,1000,2147483647
-1,-1,-1,1978060631.000000,0.1,0.11,1,2,30,1000,2147483647
2,5,0,2064436143.000000,0.1,0.11,1,2,30,1000,2147483647
2,5,0,2348023517.000000,0.1,0.11,1,2,30,1000,2147483647
2,5,0,2444956740.000000,0.1,0.11,1,2,30,1000,2147483647
-1,-1,-1,3671962786.000000,0.1,0.11,1,2,30,1000,2147483647
-1,-1,-1,3011738383.000000,0.1,0.11,1,2,30,1000,2147483647
2,5,0,3694463166.000000,0.1,0.11,1,2,30,1000,2147483647
1,8,0,3239864995.000000,0.01,0.02,1,2,30,1000,2147483647
2,5,0,1771815751.000000,0.01,0.02,1,2,30,1000,2147483647
-1,-1,-1,3325907948.000000,0.01,0.02,1,2,30,1000,2147483647
-1,-1,-1,2984197281.000000,0.01,0.02,1,2,30,1000,2147483647
1,5,3,2298333668.000000,0.01,0.02,1,2,30,1000,2147483647
2,5,0,1848162975.000000,0.01,0.02,1,2,30,1000,2147483647
2,5,0,3777443141.000000,0.01,0.02,1,2,30,1000,2147483647
-1,-1,-1,2714556119.000000,0.01,0.02,1,2,30,1000,2147483647
2,5,0,3629109607.000000,0.01,0.02,1,2,30,1000,2147483647
2,5,0,3650146657.000000,0.01,0.02,1,2,30,1000,2147483647
-1,-1,-1,3009113035.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,3649486282.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,1729301218.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,2385953043.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,2672032644.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,3243339607.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,2884139198.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,2355658882.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,2680889586.000000,1,1.1,-1,-1,30,1000,2147483647
-1,-1,-1,1704013860.000000,1,1.1,-1,-1,30,1000,2147483647
