recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
20,0,1,1914460011.000000,0.389065,1.5,1.51,1,2,100,999,600
-18,-1,-2,3109449608.000000,0.435961,1.5,1.51,1,2,100,999,600
13,3,4,2300248432.000000,0.346144,1.1,1.11,1,2,100,999,600
15,3,1,3010924512.000000,0.388463,1.1,1.11,1,2,100,999,600
7,7,3,3220497111.000000,0.281165,1,1.01,1,2,100,999,600
7,6,2,2377461969.000000,0.241883,1,1.01,1,2,100,999,600
1,10,3,3031202558.000000,0.246636,0.9,0.91,1,2,100,999,600
0,10,4,1756030246.000000,0.273909,0.9,0.91,1,2,100,999,600
0,-12,-3,2600096558.000000,0.232298,0.7,0.71,1,2,100,999,600
0,11,3,2620863957.000000,0.290043,0.7,0.71,1,2,100,999,600
0,12,2,2923978788.000000,0.243565,0.5,0.51,1,2,100,999,600
0,-11,-4,2488400224.000000,0.303620,0.5,0.51,1,2,100,999,600
0,12,2,2587168116.000000,0.243960,0.3,0.31,1,2,100,999,600
0,11,3,2686442783.000000,0.237931,0.3,0.31,1,2,100,999,600
0,-10,-5,3776770586.000000,0.304381,0.1,0.11,1,2,100,999,600
0,-11,-4,3128815288.000000,0.283905,0.1,0.11,1,2,100,999,600
0,12,2,2843093485.000000,0.241482,0.01,0.02,1,2,100,999,600
0,12,2,2309154620.000000,0.238949,0.01,0.02,1,2,100,999,600
0,-14,-1,3749364436.000000,0.249316,1,1.1,-1,-1,100,999,600
0,-13,-2,2180263455.000000,0.245224,1,1.1,-1,-1,100,999,600
