recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
48,14,6,1451,0.014911,0.5,1,1
51,10,8,1089215807,0.015380,0.5,1,1
58,6,6,256230365,0.023011,0.5,1,1
56,11,7,1632452451,0.022298,0.5,1,1
52,12,5,1230099560,0.014564,0.5,1,1
48,14,7,632761923,0.015172,0.5,1,1
53,9,10,294534553,0.016501,0.5,1,1
45,10,7,1820413886,0.013427,0.5,1,1
51,4,8,229632180,0.023168,0.5,1,1
50,18,7,223024015,0.018696,0.5,1,1
52,11,4,1509848406,0.014833,0.5,1,1
50,12,8,89746419,0.018660,0.5,1,1
48,9,8,1291220834,0.023644,0.5,1,1
56,11,5,907444548,0.017955,0.5,1,1
55,11,9,1174038621,0.020920,0.5,1,1
51,9,7,343911813,0.016676,0.5,1,1
54,11,4,1346097941,0.022586,0.5,1,1
50,16,6,93305931,0.016714,0.5,1,1
50,11,4,670425690,0.015366,0.5,1,1
56,17,5,1197129967,0.022208,0.5,1,1
49,6,6,1040715905,0.017721,0.5,1,1
43,12,7,1875952197,0.014074,0.5,1,1
52,17,7,1272000927,0.016869,0.5,1,1
53,8,10,1633924341,0.016711,0.5,1,1
49,16,3,988714432,0.013492,0.5,1,1
49,16,3,988714432,0.013343,0.6,1,1
50,11,7,460865484,0.017795,0.6,1,1
44,14,4,1030819610,0.012642,0.6,1,1
52,12,5,1103997077,0.014358,0.6,1,1
51,12,7,20077664,0.019523,0.6,1,1
52,13,4,1638836439,0.017260,0.6,1,1
53,9,6,702756729,0.016534,0.6,1,1
58,10,5,1943301033,0.018834,0.6,1,1
53,35,8,786760290,0.016795,0.6,1,1
46,8,6,731927804,0.014145,0.6,1,1
53,9,6,440538055,0.017652,0.6,1,1
54,24,7,1997948737,0.016238,0.6,1,1
45,14,8,572771122,0.017342,0.6,1,1
47,7,6,38020299,0.019808,0.6,1,1
51,7,3,1866135490,0.016521,0.6,1,1
55,8,5,213638806,0.017137,0.6,1,1
48,16,3,562807820,0.016158,0.6,1,1
54,7,4,169861289,0.018756,0.6,1,1
57,19,5,368465435,0.023343,0.6,1,1
48,14,9,442467633,0.015951,0.6,1,1
52,18,4,960222665,0.014707,0.6,1,1
52,10,6,240676957,0.016647,0.6,1,1
55,20,8,1205941931,0.022550,0.6,1,1
53,8,4,1937296869,0.018504,0.6,1,1
54,13,5,795914486,0.019855,0.6,1,1
48,15,6,795914486,0.017445,0.9,1,1
45,17,6,767145684,0.015257,0.9,1,1
57,12,7,378661462,0.021696,0.9,1,1
55,13,7,696065805,0.019007,0.9,1,1
47,18,8,1892453045,0.017835,0.9,1,1
46,15,5,1566653435,0.015238,0.9,1,1
44,15,10,1898027799,0.016166,0.9,1,1
52,13,5,1406284778,0.022519,0.9,1,1
44,14,5,726575365,0.019706,0.9,1,1
51,14,5,333648987,0.014970,0.9,1,1
47,6,6,1671433510,0.014167,0.9,1,1
48,7,9,414301715,0.017702,0.9,1,1
53,11,6,1172859371,0.017368,0.9,1,1
49,10,10,942949982,0.018773,0.9,1,1
46,14,7,1628696506,0.017922,0.9,1,1
50,13,8,80923415,0.014925,0.9,1,1
50,24,6,457465664,0.016442,0.9,1,1
46,24,6,1883504918,0.015314,0.9,1,1
45,17,5,599563835,0.014907,0.9,1,1
43,8,7,421359708,0.016710,0.9,1,1
52,2,10,1165195849,0.017989,0.9,1,1
49,13,7,1393547170,0.016486,0.9,1,1
50,15,9,1595995387,0.016676,0.9,1,1
52,15,6,1814257643,0.022543,0.9,1,1
45,15,8,867305293,0.017197,0.9,1,1
13,25,21,867305293,0.011260,1,1,1
17,32,20,1112879141,0.010151,1,1,1
16,23,19,416588007,0.009490,1,1,1
19,25,20,1082854258,0.009960,1,1,1
17,15,21,1842052117,0.009270,1,1,1
19,23,21,1506424957,0.012066,1,1,1
24,28,15,1474104942,0.010737,1,1,1
18,30,19,690097495,0.008477,1,1,1
15,24,20,932724839,0.011850,1,1,1
16,31,15,1215555142,0.009330,1,1,1
15,24,20,1922186651,0.010524,1,1,1
16,27,20,2083935686,0.010300,1,1,1
23,31,18,985804473,0.013112,1,1,1
21,31,19,1673575620,0.012901,1,1,1
21,33,16,1906533431,0.012013,1,1,1
21,18,20,1318195494,0.010486,1,1,1
22,27,22,1794789468,0.012630,1,1,1
19,28,18,116848235,0.010362,1,1,1
18,26,18,613077902,0.014044,1,1,1
18,23,19,1384745507,0.010334,1,1,1
17,33,16,1656569414,0.011068,1,1,1
19,26,16,1430691123,0.011708,1,1,1
19,29,19,199273706,0.010005,1,1,1
22,33,10,1227819593,0.011782,1,1,1
19,22,20,373598393,0.011131,1,1,1
14,27,21,373598393,0.010089,1.5,1,1
9,26,27,1490638310,0.007380,1.5,1,1
16,19,25,659633785,0.011245,1.5,1,1
13,32,23,1479767164,0.009809,1.5,1,1
21,24,25,1894679640,0.012642,1.5,1,1
15,23,22,895518235,0.008594,1.5,1,1
11,28,20,470801626,0.007473,1.5,1,1
17,27,20,1442576071,0.010585,1.5,1,1
13,31,20,143918992,0.012184,1.5,1,1
16,39,19,1065213156,0.011506,1.5,1,1
14,26,25,833662148,0.011323,1.5,1,1
13,33,21,1233165154,0.007373,1.5,1,1
15,22,29,1290699507,0.010466,1.5,1,1
14,32,21,568535636,0.009857,1.5,1,1
17,20,22,1738000764,0.010347,1.5,1,1
14,23,21,1668367910,0.008972,1.5,1,1
20,26,21,1644783352,0.013207,1.5,1,1
16,27,21,1929360507,0.010191,1.5,1,1
10,30,22,1102972927,0.009197,1.5,1,1
18,32,17,1580516587,0.010865,1.5,1,1
19,25,19,826231242,0.010566,1.5,1,1
17,20,20,226175961,0.009267,1.5,1,1
16,25,17,443910143,0.008590,1.5,1,1
18,24,22,2045361483,0.011884,1.5,1,1
15,26,15,939731536,0.007732,1.5,1,1
14,28,16,939731536,0.008638,1.9,1,1
13,31,28,1867054759,0.010126,1.9,1,1
15,25,20,2070179051,0.009173,1.9,1,1
19,23,20,1991034412,0.011542,1.9,1,1
14,33,24,1143159987,0.010733,1.9,1,1
16,22,21,2005705455,0.009339,1.9,1,1
17,29,23,1130849470,0.010065,1.9,1,1
11,35,16,1682187051,0.008859,1.9,1,1
12,27,28,1531100158,0.011440,1.9,1,1
13,41,19,870254926,0.009849,1.9,1,1
18,28,20,2091869749,0.010294,1.9,1,1
17,19,28,913969114,0.011662,1.9,1,1
14,24,22,935227857,0.006331,1.9,1,1
14,26,19,57947949,0.009937,1.9,1,1
