recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
-4,-32,-36,2094757257.000000,1.172988,0.7,0.71,1,2,100,756,150
-1,-123,-28,3707223709.000000,3.077678,0.7,0.71,1,2,100,756,150
3,15,12,2770088970.000000,0.368436,0.5,0.51,1,2,100,756,150
2,16,7,3460365033.000000,0.330808,0.5,0.51,1,2,100,756,150
-2,-29,-15,2925177764.000000,0.607126,0.5,0.51,1,2,100,756,150
-1,-118,-33,1755282991.000000,2.858804,0.5,0.51,1,2,100,756,150
3,11,6,2790970626.000000,0.298912,0.3,0.31,1,2,100,756,150
-3,-22,-17,2932522805.000000,0.607756,0.3,0.31,1,2,100,756,150
-2,-84,-61,1669448339.000000,1.978580,0.3,0.31,1,2,100,756,150
-2,-59,-20,2600286612.000000,0.975302,0.3,0.31,1,2,100,756,150
-1,-107,-44,2516520478.000000,3.142579,0.3,0.31,1,2,100,756,150
-2,-25,-12,2718703595.000000,0.531676,0.1,0.11,1,2,100,756,150
-2,-42,-6,3074264488.000000,0.868749,0.1,0.11,1,2,100,756,150
-2,-44,-37,3634555357.000000,1.075058,0.1,0.11,1,2,100,756,150
-2,-68,-23,2396052780.000000,1.131992,0.1,0.11,1,2,100,756,150
-2,-16,-8,3520872505.000000,0.295973,0.1,0.11,1,2,100,756,150
-2,-44,-40,2087648564.000000,0.696425,0.01,0.02,1,2,100,756,150
-2,-57,-18,1809742227.000000,0.960436,0.01,0.02,1,2,100,756,150
-2,-62,-19,1910005175.000000,1.040686,0.01,0.02,1,2,100,756,150
-2,-62,-19,2844648914.000000,0.895626,0.01,0.02,1,2,100,756,150
-2,-15,-11,3218267187.000000,0.512070,0.01,0.02,1,2,100,756,150
0,-125,-26,2684321768.000000,1.518176,1,1.1,-1,-1,100,756,150
25,0,0,2621499644.000000,0.202399,-1,-1,1,2,30,25,150
25,0,0,2365697243.000000,0.154760,-1,-1,1,2,30,756,150
24,0,0,2393872819.000000,0.137137,-1,-1,1,2,30,24,150
25,0,0,3756323026.000000,0.420497,-1,-1,1,2,30,756,150
25,0,0,2706487475.000000,0.133143,-1,-1,1,2,30,756,150
-24,-4,-5,3240714292.000000,0.442452,3,3.01,1,2,30,756,150
-24,-2,-3,2599917190.000000,0.468100,3,3.01,1,2,30,756,150
-25,-3,-3,2678630151.000000,0.398824,3,3.01,1,2,30,756,150
-24,-1,-2,3101814588.000000,0.522269,3,3.01,1,2,30,756,150
-25,-2,-5,3363522647.000000,0.547800,3,3.01,1,2,30,756,150
-24,-3,-2,2406726388.000000,0.361450,2,2.01,1,2,30,756,150
-25,-6,-5,2876490767.000000,0.572597,2,2.01,1,2,30,756,150
-25,-7,-7,3396199649.000000,0.591246,2,2.01,1,2,30,756,150
-24,-2,-8,2373396641.000000,0.554972,2,2.01,1,2,30,756,150
-25,-1,-8,2925288665.000000,0.570817,2,2.01,1,2,30,756,150
-24,-5,-12,3733714092.000000,0.578343,1.5,1.51,1,2,30,756,150
-24,-9,-11,3497452290.000000,0.712389,1.5,1.51,1,2,30,756,150
-24,-5,-12,2794717554.000000,0.614349,1.5,1.51,1,2,30,756,150
-24,-3,-10,2788741469.000000,0.619849,1.5,1.51,1,2,30,756,150
-24,-14,-12,2728627330.000000,0.689651,1.5,1.51,1,2,30,756,150
-24,-6,-12,2307096300.000000,0.594192,1.2,1.21,1,2,30,756,150
-24,-13,-24,1910782284.000000,0.805171,1.2,1.21,1,2,30,756,150
21,5,15,3229506066.000000,0.527576,1.2,1.21,1,2,30,756,150
-21,-11,-10,2209731278.000000,0.673511,1.2,1.21,1,2,30,756,150
-22,-11,-16,3048178568.000000,0.802277,1.2,1.21,1,2,30,756,150
-21,-18,-26,2666890294.000000,0.959653,1.1,1.11,1,2,30,756,150
-21,-23,-24,2644956980.000000,1.647130,1.1,1.11,1,2,30,756,150
-21,-12,-17,3318118474.000000,0.980837,1.1,1.11,1,2,30,756,150
-21,-16,-22,2922204398.000000,1.120880,1.1,1.11,1,2,30,756,150
-21,-15,-17,2098408387.000000,1.160064,1.1,1.11,1,2,30,756,150
-21,-26,-20,2944413930.000000,1.472295,1,1.01,1,2,30,756,150
-21,-42,-43,2368934668.000000,2.693253,1,1.01,1,2,30,756,150
-21,-30,-24,2392202032.000000,1.765862,1,1.01,1,2,30,756,150
-21,-18,-29,3102603311.000000,1.153196,1,1.01,1,2,30,756,150
18,14,33,3558026390.000000,0.948912,1,1.01,1,2,30,756,150
12,48,22,2070519887.000000,1.014252,0.9,0.91,1,2,30,756,150
-18,-38,-30,3579724249.000000,1.522140,0.9,0.91,1,2,30,756,150
15,22,31,3470815315.000000,0.878549,0.9,0.91,1,2,30,756,150
-18,-15,-33,1724234393.000000,1.058410,0.9,0.91,1,2,30,756,150
14,26,29,2233750690.000000,0.979762,0.9,0.91,1,2,30,756,150
-9,-107,-44,3780627112.000000,2.734821,0.7,0.71,1,2,30,756,150
-2,-94,-57,2774029354.000000,2.910002,0.5,0.51,1,2,30,756,150
0,-118,-33,2245073047.000000,2.918276,0.3,0.31,1,2,30,756,150
-1,-68,-84,3689519735.000000,1.564762,0.1,0.11,1,2,30,756,150
0,-130,-21,3000070635.000000,1.696074,0.01,0.02,1,2,30,756,150
0,-130,-21,3312347933.000000,2.026569,1,1.1,-1,-1,30,756,150
23,0,0,3361896284.000000,0.223594,-1,-1,1,2,50,23,150
23,0,0,2474127303.000000,0.128262,-1,-1,1,2,50,756,150
26,0,0,2560736601.000000,0.129276,-1,-1,1,2,50,756,150
25,0,0,3387111159.000000,0.316094,-1,-1,1,2,50,756,150
28,0,0,3497173221.000000,0.708186,-1,-1,1,2,50,756,150
33,0,0,2963506376.000000,0.752780,3,3.01,1,2,50,756,150
-23,-1,-1,2311857369.000000,0.434316,3,3.01,1,2,50,756,150
-23,0,-1,1821827122.000000,0.343891,3,3.01,1,2,50,756,150
40,0,0,3170682809.000000,0.518010,3,3.01,1,2,50,756,150
-23,0,-2,3015445949.000000,0.440255,3,3.01,1,2,50,756,150
-23,-1,0,3766875399.000000,54.925781,2,2.01,1,2,50,756,150
-24,0,-2,3260372214.000000,0.453691,2,2.01,1,2,50,756,150
-23,-1,-1,2599544813.000000,0.397285,2,2.01,1,2,50,756,150
-23,0,-3,3061139827.000000,0.437258,2,2.01,1,2,50,756,150
-24,-1,-1,1666447981.000000,0.416869,2,2.01,1,2,50,756,150
-23,-8,-5,2884643780.000000,0.693400,1.5,1.51,1,2,50,756,150
-23,-2,-10,3131513043.000000,0.478267,1.5,1.51,1,2,50,756,150
-23,-2,-5,2057670746.000000,0.423603,1.5,1.51,1,2,50,756,150
-23,-6,-5,3441059154.000000,0.532167,1.5,1.51,1,2,50,756,150
-23,-2,-2,3482619062.000000,0.456047,1.5,1.51,1,2,50,756,150
-23,-4,-11,2553675130.000000,0.603833,1.2,1.21,1,2,50,756,150
13,12,10,3635715482.000000,0.490217,1.2,1.21,1,2,50,756,150
-23,-2,-14,2425463547.000000,0.621126,1.2,1.21,1,2,50,756,150
-23,-7,-8,2915292348.000000,0.571438,1.2,1.21,1,2,50,756,150
19,5,7,2790476526.000000,0.547489,1.2,1.21,1,2,50,756,150
-13,-12,-11,1899929503.000000,0.627578,1.1,1.11,1,2,50,756,150
-13,-16,-7,3302208203.000000,0.667722,1.1,1.11,1,2,50,756,150
18,10,9,1839239652.000000,0.640458,1.1,1.11,1,2,50,756,150
-13,-16,-10,2737574383.000000,0.649472,1.1,1.11,1,2,50,756,150
-19,-7,-8,2591119934.000000,0.542773,1.1,1.11,1,2,50,756,150
-13,-22,-17,3135078456.000000,0.842282,1,1.01,1,2,50,756,150
-13,-16,-18,3267488151.000000,0.764397,1,1.01,1,2,50,756,150
-13,-12,-16,3233754010.000000,0.740852,1,1.01,1,2,50,756,150
-13,-7,-28,2043840621.000000,0.865399,1,1.01,1,2,50,756,150
-13,-24,-17,3301844006.000000,1.104714,1,1.01,1,2,50,756,150
-13,-40,-36,2974517692.000000,1.780337,0.9,0.91,1,2,50,756,150
-13,-42,-22,2035320002.000000,1.716565,0.9,0.91,1,2,50,756,150
-13,-23,-16,2945437422.000000,0.874818,0.9,0.91,1,2,50,756,150
-13,-22,-35,3165556913.000000,0.940263,0.9,0.91,1,2,50,756,150
-13,-22,-19,2588935129.000000,0.816888,0.9,0.91,1,2,50,756,150
-2,-87,-64,2227168410.000000,2.753258,0.7,0.71,1,2,50,756,150
5,76,33,2018222551.000000,1.164963,0.5,0.51,1,2,50,756,150
0,-119,-32,2896736830.000000,2.518652,0.5,0.51,1,2,50,756,150
-1,-104,-47,3555790459.000000,2.740308,0.3,0.31,1,2,50,756,150
3,67,32,3365164476.000000,0.857477,0.1,0.11,1,2,50,756,150
0,-97,-54,2594334865.000000,2.669175,0.1,0.11,1,2,50,756,150
0,-127,-24,1760853076.000000,1.508073,0.01,0.02,1,2,50,756,150
0,-124,-27,1790919107.000000,2.055466,1,1.1,-1,-1,50,756,150
23,0,0,2106006254.000000,0.149275,-1,-1,1,2,100,23,150
25,0,0,2308592912.000000,0.190469,-1,-1,1,2,100,756,150
23,0,0,2826568027.000000,0.167228,-1,-1,1,2,100,756,150
27,0,0,2844645721.000000,0.448882,-1,-1,1,2,100,756,150
21,0,0,2298193516.000000,0.131887,-1,-1,1,2,100,21,150
32,0,0,3466087843.000000,0.374306,3,3.01,1,2,100,756,150
32,0,0,1874029821.000000,0.375576,3,3.01,1,2,100,756,150
34,0,0,1718348974.000000,0.491974,3,3.01,1,2,100,756,150
40,0,0,2755419427.000000,0.415933,3,3.01,1,2,100,756,150
29,0,0,3377683030.000000,0.390657,3,3.01,1,2,100,756,150
-21,-1,0,3024853158.000000,0.321066,2,2.01,1,2,100,756,150
-21,-1,0,3285154341.000000,0.353006,2,2.01,1,2,100,756,150
31,0,0,2220079089.000000,0.660778,2,2.01,1,2,100,756,150
-21,-1,0,2916942784.000000,0.302215,2,2.01,1,2,100,756,150
-21,-1,0,3363703245.000000,0.330840,2,2.01,1,2,100,756,150
-21,-1,0,2367778199.000000,0.560738,1.5,1.51,1,2,100,756,150
-21,-1,0,2838432258.000000,0.428280,1.5,1.51,1,2,100,756,150
-21,-2,0,3013133773.000000,2.239839,1.5,1.51,1,2,100,756,150
-21,-1,-1,1822722127.000000,0.364496,1.5,1.51,1,2,100,756,150
-21,-1,-1,3599242243.000000,0.379218,1.5,1.51,1,2,100,756,150
-21,-2,-5,3532693352.000000,0.384367,1.2,1.21,1,2,100,756,150
-21,-2,-3,2452826433.000000,0.351587,1.2,1.21,1,2,100,756,150
-21,-1,-1,2002756698.000000,0.401260,1.2,1.21,1,2,100,756,150
-21,-3,-4,3316478905.000000,0.431533,1.2,1.21,1,2,100,756,150
-21,-3,0,2920763323.000000,0.378332,1.2,1.21,1,2,100,756,150
17,6,8,2320172384.000000,1.336340,1.1,1.11,1,2,100,756,150
20,4,9,1977729352.000000,0.870966,1.1,1.11,1,2,100,756,150
-17,-5,-10,3009512477.000000,0.560829,1.1,1.11,1,2,100,756,150
-21,-5,-3,2807588495.000000,0.435568,1.1,1.11,1,2,100,756,150
-20,-11,-3,2918317320.000000,0.562894,1.1,1.11,1,2,100,756,150
16,19,20,2331219125.000000,1.112299,1,1.01,1,2,100,756,150
-16,-19,-21,2087446104.000000,1.160011,1,1.01,1,2,100,756,150
-17,-9,-9,2813867882.000000,0.608217,1,1.01,1,2,100,756,150
-17,-16,-12,2518065531.000000,0.919080,1,1.01,1,2,100,756,150
-17,-14,-8,2595119822.000000,0.626312,1,1.01,1,2,100,756,150
11,37,56,2164249067.000000,1.622499,0.9,0.91,1,2,100,756,150
14,34,25,3323318121.000000,0.996400,0.9,0.91,1,2,100,756,150
7,10,8,3104808204.000000,0.326090,0.9,0.91,1,2,100,756,150
-7,-36,-8,2119873390.000000,1.228436,0.9,0.91,1,2,100,756,150
-7,-37,-29,1719217591.000000,1.239227,0.9,0.91,1,2,100,756,150
-7,-53,-35,2574439391.000000,1.063373,0.7,0.71,1,2,100,756,150
-2,-98,-53,1808213344.000000,2.708780,0.7,0.71,1,2,100,756,150
4,77,33,2968936865.000000,1.094784,0.5,0.51,1,2,100,756,150
4,19,12,3358840039.000000,0.454427,0.5,0.51,1,2,100,756,150
-4,-49,-16,2083152353.000000,1.117361,0.5,0.51,1,2,100,756,150
2,52,19,2591507761.000000,0.892785,0.5,0.51,1,2,100,756,150
-1,-120,-31,1949079605.000000,3.010634,0.5,0.51,1,2,100,756,150
-1,-102,-49,3318663899.000000,3.283931,0.3,0.31,1,2,100,756,150
1,49,12,1667010382.000000,0.771332,0.1,0.11,1,2,100,756,150
2,14,14,2428877987.000000,0.461534,0.1,0.11,1,2,100,756,150
-2,-27,-9,3576384782.000000,0.619246,0.1,0.11,1,2,100,756,150
-2,-31,-8,2308330072.000000,0.659749,0.1,0.11,1,2,100,756,150
-1,-41,-21,3122411919.000000,1.343566,0.1,0.11,1,2,100,756,150
-1,-39,-24,2637431136.000000,0.891484,0.01,0.02,1,2,100,756,150
-1,-45,-20,3775564268.000000,0.814112,0.01,0.02,1,2,100,756,150
1,15,12,2315026766.000000,0.292278,0.01,0.02,1,2,100,756,150
0,-113,-38,3744713667.000000,1.782555,0.01,0.02,1,2,100,756,150
0,-131,-20,3722209873.000000,1.343936,1,1.1,-1,-1,100,756,150
