recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
92,27,20,998,0.074923,0.9,1,1
89,24,21,1156597841,0.072663,0.9,1,1
93,43,15,1210807854,0.070288,0.9,1,1
92,35,19,1154315899,0.117067,0.9,1,1
88,29,14,103062215,0.096813,0.9,1,1
92,21,15,252683433,0.085491,0.9,1,1
89,41,13,387133577,0.070247,0.9,1,1
90,26,18,1102313313,0.067208,0.9,1,1
98,20,17,846624747,0.089838,0.9,1,1
94,35,16,1926870014,0.077612,0.9,1,1
92,22,19,680057001,0.081742,0.9,1,1
97,39,18,1566106100,0.074333,0.9,1,1
86,24,19,1073198792,0.083590,0.9,1,1
82,21,22,772604873,0.085407,0.9,1,1
93,26,24,1371838695,0.104574,0.9,1,1
35,45,50,1371838695,0.075902,1,1,1
34,50,48,454208824,0.055117,1,1,1
28,36,54,732224751,0.040491,1,1,1
27,50,58,1796219003,0.055936,1,1,1
24,56,53,2053918098,0.040396,1,1,1
28,52,49,516242238,0.057011,1,1,1
33,41,42,1593528966,0.042996,1,1,1
21,49,55,2142734757,0.050123,1,1,1
24,64,46,515004360,0.055063,1,1,1
28,36,62,1426015448,0.054580,1,1,1
27,54,53,304619254,0.057058,1,1,1
33,46,49,1774952226,0.056460,1,1,1
28,43,52,1958917117,0.043989,1,1,1
29,48,54,1254026285,0.045313,1,1,1
20,49,55,1632656414,0.044156,1,1,1
21,51,53,1632656414,0.041764,1.1,1,1
26,47,52,1243411438,0.038676,1.1,1,1
26,46,54,988322715,0.048649,1.1,1,1
25,53,46,622881920,0.050426,1.1,1,1
22,47,54,562318662,0.060162,1.1,1,1
33,42,49,1518830115,0.059770,1.1,1,1
20,77,36,928480160,0.048416,1.1,1,1
29,51,46,1599336963,0.047983,1.1,1,1
29,60,48,284704667,0.058321,1.1,1,1
20,55,49,1977608258,0.032196,1.1,1,1
27,53,46,1505352153,0.044359,1.1,1,1
18,48,53,194616318,0.045568,1.1,1,1
24,52,45,1934924866,0.045392,1.1,1,1
21,53,58,1289151002,0.041766,1.1,1,1
27,62,51,1888350314,0.045964,1.1,1,1
88,34,27,1888350314,0.073993,0.9,1,1.3
92,25,20,1920747840,0.079341,0.9,1,1.3
85,24,25,1622844072,0.075427,0.9,1,1.3
88,24,20,1318682390,0.091556,0.9,1,1.3
90,30,26,917489585,0.093030,0.9,1,1.3
86,16,19,988026252,0.069118,0.9,1,1.3
85,17,20,978175489,0.092455,0.9,1,1.3
89,28,22,274733393,0.082791,0.9,1,1.3
90,27,18,469060759,0.093927,0.9,1,1.3
91,20,18,367128108,0.076709,0.9,1,1.3
103,31,19,1430879785,0.084546,0.9,1,1.3
85,32,20,621868319,0.072814,0.9,1,1.3
91,23,22,482476614,0.076980,0.9,1,1.3
81,19,29,664686039,0.066011,0.9,1,1.3
86,35,27,1281286427,0.064628,0.9,1,1.3
48,35,64,1281286427,0.048910,1,1,1.3
45,24,59,1393143969,0.059702,1,1,1.3
47,41,51,1687125634,0.050702,1,1,1.3
44,32,63,953326095,0.067150,1,1,1.3
39,33,67,349642408,0.047818,1,1,1.3
46,27,66,1611712358,0.068470,1,1,1.3
39,29,72,1417368021,0.059881,1,1,1.3
41,27,57,793525707,0.047014,1,1,1.3
43,16,68,455578556,0.046146,1,1,1.3
40,19,68,18154826,0.046264,1,1,1.3
46,40,63,287786351,0.063051,1,1,1.3
42,29,56,2076848792,0.046810,1,1,1.3
46,31,59,1377587244,0.061420,1,1,1.3
47,37,66,1204849213,0.055065,1,1,1.3
46,15,69,1380703155,0.078061,1,1,1.3
47,24,71,1380703155,0.072873,1.1,1,1.3
45,44,65,1418295547,0.063380,1.1,1,1.3
48,28,67,633404888,0.073494,1.1,1,1.3
47,34,63,1113151317,0.064273,1.1,1,1.3
47,25,59,2049413459,0.063402,1.1,1,1.3
53,27,66,864261887,0.077319,1.1,1,1.3
45,33,71,2053711291,0.071498,1.1,1,1.3
50,20,67,658902830,0.065440,1.1,1,1.3
47,33,59,489156940,0.056856,1.1,1,1.3
44,36,60,1652244031,0.055035,1.1,1,1.3
45,29,63,101648487,0.054912,1.1,1,1.3
44,23,60,201813186,0.047686,1.1,1,1.3
45,21,59,389091730,0.066009,1.1,1,1.3
50,28,49,1753451614,0.064782,1.1,1,1.3
51,30,57,1303336097,0.071760,1.1,1,1.3
83,35,30,1303336097,0.086816,0.9,1,1.5
96,32,21,273967143,0.071932,0.9,1,1.5
91,23,24,2102049956,0.083170,0.9,1,1.5
89,32,27,100443620,0.070811,0.9,1,1.5
93,32,24,843711913,0.073392,0.9,1,1.5
92,10,31,1969028794,0.113174,0.9,1,1.5
88,13,26,1625669377,0.080016,0.9,1,1.5
88,24,22,2019713510,0.100314,0.9,1,1.5
97,32,19,1957640953,0.071868,0.9,1,1.5
87,32,25,126422741,0.079338,0.9,1,1.5
90,22,23,227791615,0.110000,0.9,1,1.5
86,24,24,1927757429,0.070569,0.9,1,1.5
92,29,18,739211290,0.078418,0.9,1,1.5
99,16,27,305062544,0.092444,0.9,1,1.5
101,28,27,1371249077,0.083989,0.9,1,1.5
51,30,73,1371249077,0.064192,1,1,1.5
53,22,61,410878650,0.067879,1,1,1.5
48,19,64,426323587,0.059250,1,1,1.5
49,18,62,1857326234,0.058354,1,1,1.5
45,25,64,1143719794,0.055217,1,1,1.5
50,36,61,2084166244,0.056608,1,1,1.5
48,35,58,331986868,0.054974,1,1,1.5
45,31,58,1549587691,0.064929,1,1,1.5
49,24,58,878186613,0.063629,1,1,1.5
54,44,48,436583703,0.060001,1,1,1.5
48,23,64,1096479742,0.071528,1,1,1.5
39,25,67,1018261439,0.049396,1,1,1.5
49,31,62,1963427188,0.059214,1,1,1.5
54,16,62,18570823,0.097259,1,1,1.5
57,45,56,2082044665,0.064767,1,1,1.5
54,35,57,2082044665,0.062101,1.1,1,1.5
46,20,73,1891940819,0.055991,1.1,1,1.5
46,36,58,490625239,0.073417,1.1,1,1.5
45,29,64,429265173,0.057759,1.1,1,1.5
