recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
0,0,0,1912640020.000000,0.034050,-1,-1,1,2,30,0,150
0,0,0,2369285563.000000,0.036214,-1,-1,1,2,30,0,150
0,0,0,2749859282.000000,0.036528,-1,-1,1,2,30,0,150
0,0,0,1755867462.000000,0.035004,-1,-1,1,2,30,0,150
0,0,0,2002545818.000000,0.035213,-1,-1,1,2,30,0,150
0,0,0,2302080271.000000,0.035531,3,3.01,1,2,30,0,150
0,0,0,2431848859.000000,0.035814,3,3.01,1,2,30,0,150
0,0,0,2995639711.000000,0.035615,3,3.01,1,2,30,0,150
0,0,0,3052276952.000000,0.035031,3,3.01,1,2,30,0,150
0,0,0,2623749177.000000,0.035913,3,3.01,1,2,30,0,150
0,0,0,3156535496.000000,0.035548,2,2.01,1,2,30,0,150
0,0,0,3275703060.000000,0.035527,2,2.01,1,2,30,0,150
0,0,0,1895664065.000000,0.035462,2,2.01,1,2,30,0,150
0,0,0,2055951890.000000,0.034915,2,2.01,1,2,30,0,150
0,0,0,1779556735.000000,0.035927,2,2.01,1,2,30,0,150
0,0,0,2329466043.000000,0.035212,1.5,1.51,1,2,30,0,150
0,0,0,2096947766.000000,0.035111,1.5,1.51,1,2,30,0,150
0,0,0,1999688563.000000,0.035038,1.5,1.51,1,2,30,0,150
0,0,0,1827027730.000000,0.035910,1.5,1.51,1,2,30,0,150
0,0,0,3437940062.000000,0.035908,1.5,1.51,1,2,30,0,150
0,0,0,2375796068.000000,0.035525,1.2,1.21,1,2,30,0,150
0,0,0,3444047121.000000,0.034782,1.2,1.21,1,2,30,0,150
0,0,0,2535940417.000000,0.036015,1.2,1.21,1,2,30,0,150
0,0,0,2718947883.000000,0.035246,1.2,1.21,1,2,30,0,150
0,0,0,2665964583.000000,0.035071,1.2,1.21,1,2,30,0,150
0,0,0,2566552426.000000,0.034539,1.1,1.11,1,2,30,0,150
0,0,0,1681252592.000000,0.035291,1.1,1.11,1,2,30,0,150
0,0,0,3401118789.000000,0.037890,1.1,1.11,1,2,30,0,150
0,0,0,2624988395.000000,0.036247,1.1,1.11,1,2,30,0,150
0,0,0,1688245099.000000,0.035345,1.1,1.11,1,2,30,0,150
0,0,0,1823270654.000000,0.034494,1,1.01,1,2,30,0,150
0,0,0,3163391226.000000,0.035638,1,1.01,1,2,30,0,150
0,0,0,3079916628.000000,0.035208,1,1.01,1,2,30,0,150
0,0,0,1864125225.000000,0.035622,1,1.01,1,2,30,0,150
0,0,0,2253535452.000000,0.035493,1,1.01,1,2,30,0,150
0,0,0,2842175787.000000,0.035865,0.9,0.91,1,2,30,0,150
0,0,0,1692326978.000000,0.035152,0.9,0.91,1,2,30,0,150
0,0,0,2993849591.000000,0.035408,0.9,0.91,1,2,30,0,150
0,0,0,1910937817.000000,0.035102,0.9,0.91,1,2,30,0,150
0,0,0,3686586504.000000,0.034710,0.9,0.91,1,2,30,0,150
0,0,0,3130311417.000000,0.035097,0.7,0.71,1,2,30,0,150
0,0,0,2389885459.000000,0.035705,0.7,0.71,1,2,30,0,150
0,0,0,2917027985.000000,0.034892,0.7,0.71,1,2,30,0,150
0,0,0,2339306758.000000,0.035422,0.7,0.71,1,2,30,0,150
0,0,0,3353642948.000000,0.035285,0.7,0.71,1,2,30,0,150
0,0,0,2181564398.000000,0.036464,0.5,0.51,1,2,30,0,150
0,0,0,3634931697.000000,0.035615,0.5,0.51,1,2,30,0,150
0,0,0,3740150408.000000,0.036352,0.5,0.51,1,2,30,0,150
0,0,0,2738762951.000000,0.035602,0.5,0.51,1,2,30,0,150
0,0,0,2139028486.000000,0.035504,0.5,0.51,1,2,30,0,150
0,0,0,3093442888.000000,0.035616,0.3,0.31,1,2,30,0,150
0,0,0,2441832053.000000,0.035984,0.3,0.31,1,2,30,0,150
0,0,0,3039843027.000000,0.041165,0.3,0.31,1,2,30,0,150
0,0,0,3488799290.000000,0.036826,0.3,0.31,1,2,30,0,150
0,0,0,1725633482.000000,0.036780,0.3,0.31,1,2,30,0,150
0,0,0,2905589013.000000,0.036941,0.1,0.11,1,2,30,0,150
0,0,0,3621936407.000000,0.036002,0.1,0.11,1,2,30,0,150
0,0,0,2210355742.000000,0.035466,0.1,0.11,1,2,30,0,150
0,0,0,2154253198.000000,0.035655,0.1,0.11,1,2,30,0,150
0,0,0,3541075040.000000,0.035127,0.1,0.11,1,2,30,0,150
0,0,0,3299317803.000000,0.035326,0.01,0.02,1,2,30,0,150
0,0,0,1681752403.000000,0.036477,0.01,0.02,1,2,30,0,150
0,0,0,2123704004.000000,0.035363,0.01,0.02,1,2,30,0,150
0,0,0,1761725856.000000,0.035088,0.01,0.02,1,2,30,0,150
0,0,0,1719248593.000000,0.035687,0.01,0.02,1,2,30,0,150
0,0,0,3376188795.000000,0.035455,1,1.1,-1,-1,30,0,150
0,0,0,1851572002.000000,0.035378,1,1.1,-1,-1,30,0,150
0,0,0,2114242164.000000,0.035839,1,1.1,-1,-1,30,0,150
0,0,0,1935902430.000000,0.034840,1,1.1,-1,-1,30,0,150
0,0,0,1949658184.000000,0.035851,1,1.1,-1,-1,30,0,150
0,0,0,3081353008.000000,0.035364,-1,-1,1,2,50,0,150
0,0,0,2601916566.000000,0.034654,-1,-1,1,2,50,0,150
0,0,0,3646292774.000000,0.035506,-1,-1,1,2,50,0,150
0,0,0,3794183827.000000,0.034361,-1,-1,1,2,50,0,150
0,0,0,1803755748.000000,0.034331,-1,-1,1,2,50,0,150
0,0,0,3103237631.000000,0.035819,3,3.01,1,2,50,0,150
0,0,0,2338911580.000000,0.034756,3,3.01,1,2,50,0,150
0,0,0,2698313956.000000,0.034167,3,3.01,1,2,50,0,150
0,0,0,1681262331.000000,0.036294,3,3.01,1,2,50,0,150
0,0,0,2428729540.000000,0.035056,3,3.01,1,2,50,0,150
0,0,0,2248339455.000000,0.034615,2,2.01,1,2,50,0,150
0,0,0,2926418672.000000,0.035022,2,2.01,1,2,50,0,150
0,0,0,1837454396.000000,0.035473,2,2.01,1,2,50,0,150
0,0,0,2917999610.000000,0.036489,2,2.01,1,2,50,0,150
0,0,0,2576559168.000000,0.035757,2,2.01,1,2,50,0,150
0,0,0,3405291403.000000,0.034152,1.5,1.51,1,2,50,0,150
0,0,0,3079863299.000000,0.035168,1.5,1.51,1,2,50,0,150
0,0,0,3287655626.000000,0.034911,1.5,1.51,1,2,50,0,150
0,0,0,2947085834.000000,0.034203,1.5,1.51,1,2,50,0,150
0,0,0,2304741153.000000,0.034524,1.5,1.51,1,2,50,0,150
0,0,0,3181419184.000000,0.034396,1.2,1.21,1,2,50,0,150
0,0,0,2126894352.000000,0.034903,1.2,1.21,1,2,50,0,150
0,0,0,3594490648.000000,0.034894,1.2,1.21,1,2,50,0,150
0,0,0,3623798021.000000,0.034966,1.2,1.21,1,2,50,0,150
0,0,0,2092831947.000000,0.035457,1.2,1.21,1,2,50,0,150
0,0,0,3124946506.000000,0.034598,1.1,1.11,1,2,50,0,150
0,0,0,3742562009.000000,0.034888,1.1,1.11,1,2,50,0,150
0,0,0,3258652185.000000,0.034008,1.1,1.11,1,2,50,0,150
0,0,0,3572658992.000000,0.034720,1.1,1.11,1,2,50,0,150
0,0,0,1855720984.000000,0.035276,1.1,1.11,1,2,50,0,150
0,0,0,3455953805.000000,0.034308,1,1.01,1,2,50,0,150
0,0,0,2377553782.000000,0.034797,1,1.01,1,2,50,0,150
0,0,0,2177738538.000000,0.034640,1,1.01,1,2,50,0,150
0,0,0,2680999504.000000,0.036860,1,1.01,1,2,50,0,150
0,0,0,2719408894.000000,0.034957,1,1.01,1,2,50,0,150
0,0,0,2637327785.000000,0.035506,0.9,0.91,1,2,50,0,150
0,0,0,2372791369.000000,0.034867,0.9,0.91,1,2,50,0,150
0,0,0,3531864437.000000,0.035489,0.9,0.91,1,2,50,0,150
0,0,0,1731977749.000000,0.035146,0.9,0.91,1,2,50,0,150
0,0,0,1926047896.000000,0.038863,0.9,0.91,1,2,50,0,150
0,0,0,2753584767.000000,0.035310,0.7,0.71,1,2,50,0,150
0,0,0,3126840102.000000,0.035175,0.7,0.71,1,2,50,0,150
0,0,0,3174450113.000000,0.035033,0.7,0.71,1,2,50,0,150
0,0,0,2638984647.000000,0.035187,0.7,0.71,1,2,50,0,150
0,0,0,2892009171.000000,0.035057,0.7,0.71,1,2,50,0,150
0,0,0,1950813582.000000,0.034924,0.5,0.51,1,2,50,0,150
0,0,0,3464768081.000000,0.034239,0.5,0.51,1,2,50,0,150
0,0,0,2352036378.000000,0.034545,0.5,0.51,1,2,50,0,150
0,0,0,2899899451.000000,0.035511,0.5,0.51,1,2,50,0,150
0,0,0,3603302579.000000,0.035163,0.5,0.51,1,2,50,0,150
0,0,0,3709472213.000000,0.034828,0.3,0.31,1,2,50,0,150
0,0,0,3126543541.000000,0.034378,0.3,0.31,1,2,50,0,150
0,0,0,3462490398.000000,0.035235,0.3,0.31,1,2,50,0,150
0,0,0,3547861405.000000,0.035280,0.3,0.31,1,2,50,0,150
0,0,0,2435398797.000000,0.034734,0.3,0.31,1,2,50,0,150
0,0,0,2431889703.000000,0.034964,0.1,0.11,1,2,50,0,150
0,0,0,2253699487.000000,0.035248,0.1,0.11,1,2,50,0,150
0,0,0,2035801139.000000,0.035037,0.1,0.11,1,2,50,0,150
0,0,0,1891172857.000000,0.033968,0.1,0.11,1,2,50,0,150
0,0,0,1711872801.000000,0.034734,0.1,0.11,1,2,50,0,150
0,0,0,2975834536.000000,0.034960,0.01,0.02,1,2,50,0,150
0,0,0,2856502554.000000,0.034918,0.01,0.02,1,2,50,0,150
0,0,0,3289093269.000000,0.034783,0.01,0.02,1,2,50,0,150
0,0,0,3639688603.000000,0.034983,0.01,0.02,1,2,50,0,150
0,0,0,1804426350.000000,0.034678,0.01,0.02,1,2,50,0,150
0,0,0,3731859789.000000,0.034551,1,1.1,-1,-1,50,0,150
0,0,0,2521094026.000000,0.035289,1,1.1,-1,-1,50,0,150
0,0,0,3765120188.000000,0.034993,1,1.1,-1,-1,50,0,150
0,0,0,3158319841.000000,0.034021,1,1.1,-1,-1,50,0,150
0,0,0,3384357764.000000,0.035058,1,1.1,-1,-1,50,0,150
0,0,0,1713011353.000000,0.036448,-1,-1,1,2,100,0,150
0,0,0,2041176019.000000,0.034516,-1,-1,1,2,100,0,150
0,0,0,2096431455.000000,0.034595,-1,-1,1,2,100,0,150
0,0,0,3721405639.000000,0.034281,-1,-1,1,2,100,0,150
0,0,0,2387056917.000000,0.034917,-1,-1,1,2,100,0,150
0,0,0,2205686773.000000,0.035303,3,3.01,1,2,100,0,150
