recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
11,1,0,1280,0.000314,0.5,1,1
4,0,2,1895496170,0.000243,0.5,1,1
3,0,2,148330607,0.000191,0.5,1,1
6,0,2,2018273615,0.000286,0.5,1,1
3,0,2,634514372,0.000194,0.5,1,1
4,0,2,1845061067,0.000218,0.5,1,1
3,0,2,623106936,0.000139,0.5,1,1
6,0,2,975689652,0.000188,0.5,1,1
4,0,2,1132492704,0.000205,0.5,1,1
4,0,2,1559306072,0.000144,0.5,1,1
5,0,2,117150334,0.000184,0.5,1,1
4,0,2,1004229748,0.000253,0.5,1,1
3,0,2,1363905602,0.000157,0.5,1,1
4,0,2,1861991623,0.000141,0.5,1,1
4,0,2,1480078335,0.000143,0.5,1,1
4,0,2,687693348,0.000199,0.5,1,1
5,0,2,1361412051,0.000198,0.5,1,1
8,0,2,1885985637,0.000161,0.5,1,1
4,0,2,1944623657,0.000154,0.5,1,1
5,0,2,849174916,0.000195,0.5,1,1
6,0,2,941192472,0.000163,0.5,1,1
4,0,2,708275284,0.000177,0.5,1,1
4,0,2,1822612786,0.000167,0.5,1,1
4,0,2,1912507357,0.000156,0.5,1,1
4,0,2,1340331112,0.000140,0.5,1,1
4,0,2,1340331112,0.000137,0.6,1,1
9,1,0,2096574325,0.000281,0.6,1,1
4,0,2,535581977,0.000173,0.6,1,1
5,0,2,1815968280,0.000149,0.6,1,1
3,0,2,76636824,0.000134,0.6,1,1
4,0,2,464339053,0.000165,0.6,1,1
4,0,2,1041903143,0.000157,0.6,1,1
4,0,2,1897761627,0.000166,0.6,1,1
5,0,2,1148980558,0.000187,0.6,1,1
5,0,2,2122697310,0.000190,0.6,1,1
4,0,2,573670684,0.000225,0.6,1,1
5,0,2,234137307,0.000145,0.6,1,1
3,0,2,1400977559,0.000130,0.6,1,1
9,0,1,844330772,0.000220,0.6,1,1
4,0,2,323447245,0.000149,0.6,1,1
6,0,2,893077370,0.000172,0.6,1,1
4,0,2,1619588978,0.000145,0.6,1,1
3,0,2,1594889481,0.000136,0.6,1,1
4,0,2,709150077,0.000193,0.6,1,1
4,0,2,1678459911,0.000202,0.6,1,1
3,0,2,1829537126,0.000259,0.6,1,1
3,0,2,1429852104,0.000312,0.6,1,1
4,0,2,831605716,0.000527,0.6,1,1
3,0,2,1585792247,0.000146,0.6,1,1
5,0,2,411913893,0.000271,0.6,1,1
5,0,2,411913893,0.000283,0.9,1,1
6,0,2,1529943969,0.000263,0.9,1,1
5,1,2,1190953930,0.000214,0.9,1,1
3,0,2,751002218,0.000185,0.9,1,1
3,0,2,1723339150,0.000174,0.9,1,1
5,0,2,525292832,0.000194,0.9,1,1
3,0,2,778530956,0.001430,0.9,1,1
6,0,2,34717007,0.000245,0.9,1,1
6,0,1,662992612,0.000202,0.9,1,1
3,0,2,134063812,0.000298,0.9,1,1
4,0,2,898099030,0.000339,0.9,1,1
7,1,2,1710744779,0.000671,0.9,1,1
4,0,2,1721058888,0.000200,0.9,1,1
3,0,2,65256347,0.000249,0.9,1,1
4,0,2,1382762912,0.000141,0.9,1,1
3,0,2,918967777,0.000165,0.9,1,1
3,0,2,1343761883,0.000150,0.9,1,1
6,0,1,1679730489,0.000165,0.9,1,1
5,0,2,331909756,0.000179,0.9,1,1
7,1,2,2072648880,0.000187,0.9,1,1
4,0,2,831141503,0.000180,0.9,1,1
6,0,2,190147349,0.000226,0.9,1,1
4,0,2,796049319,0.000165,0.9,1,1
3,0,2,1333346511,0.000135,0.9,1,1
4,0,2,2109592908,0.000146,0.9,1,1
0,0,6,2109592908,0.000133,1,1,1
0,1,4,1880925006,0.000124,1,1,1
0,0,6,866781031,0.000175,1,1,1
0,1,4,251904718,0.000118,1,1,1
0,1,4,1465651566,0.000159,1,1,1
0,0,6,939021300,0.000294,1,1,1
0,1,5,767142507,0.000413,1,1,1
0,1,5,354934065,0.000137,1,1,1
0,1,4,643001303,0.000243,1,1,1
0,1,4,1136419575,0.000227,1,1,1
0,1,4,1959886251,0.000200,1,1,1
0,0,6,1937700584,0.000209,1,1,1
0,1,4,1110923207,0.000247,1,1,1
0,1,4,1752770101,0.000221,1,1,1
0,0,6,205322615,0.000250,1,1,1
0,1,4,876496697,0.000212,1,1,1
0,0,6,456339992,0.000299,1,1,1
0,1,6,2091017382,0.000383,1,1,1
0,1,4,138313110,0.000165,1,1,1
0,1,4,62456245,0.000161,1,1,1
0,4,3,1524102747,0.000336,1,1,1
0,1,4,1680409537,0.000161,1,1,1
0,1,5,1016345724,0.000159,1,1,1
0,1,4,1292646248,0.000126,1,1,1
0,1,4,1218637033,0.000159,1,1,1
0,1,4,1218637033,0.000142,1.5,1,1
0,0,6,1850225569,0.000132,1.5,1,1
0,1,4,1151818557,0.001026,1.5,1,1
0,1,5,1075614657,0.000413,1.5,1,1
0,0,6,1155437695,0.000260,1.5,1,1
0,1,5,950464668,0.000213,1.5,1,1
0,0,6,1629316342,0.000149,1.5,1,1
0,1,4,97019786,0.000150,1.5,1,1
0,1,4,1049306857,0.000157,1.5,1,1
0,1,4,1253818807,0.000196,1.5,1,1
0,0,6,602062381,0.000235,1.5,1,1
0,1,4,1915536709,0.000132,1.5,1,1
0,1,4,879584331,0.000386,1.5,1,1
0,0,6,571291194,0.000150,1.5,1,1
0,1,4,1612035087,0.000132,1.5,1,1
0,0,6,1827608092,0.000127,1.5,1,1
0,0,6,256147980,0.000143,1.5,1,1
0,0,6,1019691746,0.000125,1.5,1,1
0,1,5,2126571646,0.000167,1.5,1,1
0,1,4,369431572,0.000130,1.5,1,1
0,1,4,756654255,0.000128,1.5,1,1
0,1,4,1576342934,0.000119,1.5,1,1
