recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
0,-138,-13,3075790152.000000,7.406310,0.01,0.02,1,2,50,999,150
0,-144,-7,3429893703.000000,5.669272,1,1.1,-1,-1,50,999,150
44,0,0,1695756153.000000,0.655156,-1,-1,1,2,100,44,150
43,0,0,1802565696.000000,0.777466,-1,-1,1,2,100,43,150
46,0,0,3069361228.000000,0.433678,-1,-1,1,2,100,999,150
46,0,0,2216653712.000000,0.582544,-1,-1,1,2,100,999,150
43,0,0,2681818947.000000,0.420917,-1,-1,1,2,100,999,150
-56,0,-1,2767011560.000000,1.823584,3,3.01,1,2,100,999,150
60,0,0,3574877024.000000,9.186959,3,3.01,1,2,100,999,150
51,0,0,2857657738.000000,2.121021,3,3.01,1,2,100,999,150
46,0,0,3570642588.000000,1.425020,3,3.01,1,2,100,999,150
64,0,0,3778980738.000000,1.972314,3,3.01,1,2,100,999,150
45,0,0,2529818068.000000,1.201784,2,2.01,1,2,100,999,150
45,0,0,1738839575.000000,1.147625,2,2.01,1,2,100,999,150
-43,-1,0,3316184102.000000,1.262793,2,2.01,1,2,100,999,150
-43,-2,0,2720060367.000000,1.347343,2,2.01,1,2,100,999,150
43,0,0,3489877148.000000,1.216217,2,2.01,1,2,100,999,150
-43,-4,-1,3689779954.000000,1.359391,1.5,1.51,1,2,100,999,150
41,3,2,1818882027.000000,5.319745,1.5,1.51,1,2,100,999,150
39,5,2,1808797757.000000,1.394769,1.5,1.51,1,2,100,999,150
42,3,2,1917378100.000000,1.606413,1.5,1.51,1,2,100,999,150
40,5,0,1898667340.000000,1.843140,1.5,1.51,1,2,100,999,150
38,4,3,2192802253.000000,1.646192,1.2,1.21,1,2,100,999,150
36,6,8,1731264157.000000,1.832086,1.2,1.21,1,2,100,999,150
-38,-6,-6,3108242010.000000,2.016912,1.2,1.21,1,2,100,999,150
-38,-6,-3,2487449184.000000,1.618492,1.2,1.21,1,2,100,999,150
38,7,0,1680137093.000000,1.573666,1.2,1.21,1,2,100,999,150
-36,-11,-4,1687576792.000000,1.419779,1.1,1.11,1,2,100,999,150
-38,-8,-3,2539463142.000000,4.755273,1.1,1.11,1,2,100,999,150
29,14,4,3038442946.000000,1.519998,1.1,1.11,1,2,100,999,150
-38,-6,-3,2032887714.000000,1.365970,1.1,1.11,1,2,100,999,150
-36,-10,-5,1726871207.000000,1.983330,1.1,1.11,1,2,100,999,150
-29,-34,-18,2176224171.000000,2.237799,1,1.01,1,2,100,999,150
-29,-44,-28,2959072505.000000,4.689562,1,1.01,1,2,100,999,150
-29,-29,-26,2021690701.000000,5.149887,1,1.01,1,2,100,999,150
23,22,12,3618849766.000000,2.260401,1,1.01,1,2,100,999,150
-23,-30,-19,2652921869.000000,2.695949,1,1.01,1,2,100,999,150
-19,-86,-65,3217547627.000000,4.931097,0.9,0.91,1,2,100,999,150
0,-136,-15,2499731470.000000,7.373479,0.7,0.71,1,2,100,999,150
0,-120,-31,2897188264.000000,4.241229,0.5,0.51,1,2,100,999,150
0,-132,-19,2006391795.000000,7.593581,0.3,0.31,1,2,100,999,150
4,104,30,3065935502.000000,4.255155,0.1,0.11,1,2,100,999,150
0,-124,-27,2194050698.000000,4.703802,0.1,0.11,1,2,100,999,150
1,44,13,2994618152.000000,1.709173,0.01,0.02,1,2,100,999,150
-1,-103,-29,3326691591.000000,4.009846,0.01,0.02,1,2,100,999,150
0,-133,-18,3581290842.000000,5.861426,0.01,0.02,1,2,100,999,150
0,-142,-9,3507545812.000000,5.131362,1,1.1,-1,-1,100,999,150
45,0,0,3235973890.000000,0.461018,-1,-1,1,2,30,45,150
57,0,0,2101198699.000000,0.764663,-1,-1,1,2,30,999,150
50,0,0,2221216221.000000,0.600535,-1,-1,1,2,30,999,150
60,0,0,3531050658.000000,0.675238,-1,-1,1,2,30,999,150
50,0,0,3753851743.000000,0.509042,-1,-1,1,2,30,999,150
-46,0,-1,3081159894.000000,1.625782,3,3.01,1,2,30,999,150
-46,-4,-2,2879095738.000000,2.101924,3,3.01,1,2,30,999,150
-88,0,-1,1910493064.000000,2.576442,3,3.01,1,2,30,999,150
-45,-3,-2,3422679846.000000,2.256713,3,3.01,1,2,30,999,150
-45,-1,-1,1851477828.000000,2.264257,3,3.01,1,2,30,999,150
-45,-5,-3,2265136347.000000,2.292396,2,2.01,1,2,30,999,150
-45,-4,-6,2460115560.000000,2.907897,2,2.01,1,2,30,999,150
-45,-2,-8,2722082994.000000,2.927064,2,2.01,1,2,30,999,150
-45,-7,-3,3386541866.000000,2.520688,2,2.01,1,2,30,999,150
-45,-2,-3,2144217471.000000,1.677645,2,2.01,1,2,30,999,150
