recombinations,sequencing errors,recurrent mutations,run seed,run time,se_cost,rm_cost,r_cost,rr_cost,temp,recomb_max,rm_max
5,0,0,2757919423.000000,0.044447,-1,-1,1,2,30,5,150
5,0,0,3186915786.000000,0.043367,-1,-1,1,2,30,120,150
5,0,0,3493823109.000000,0.045581,-1,-1,1,2,30,120,150
5,0,0,2028764919.000000,0.044117,-1,-1,1,2,30,120,150
5,0,0,1771991880.000000,0.043335,-1,-1,1,2,30,120,150
5,0,0,1778101186.000000,0.209134,3,3.01,1,2,30,120,150
5,0,0,3104054253.000000,0.208210,3,3.01,1,2,30,120,150
3,1,0,3649508753.000000,0.194206,3,3.01,1,2,30,120,150
3,1,0,2325035791.000000,0.194159,3,3.01,1,2,30,120,150
5,0,0,2731948461.000000,0.201053,3,3.01,1,2,30,120,150
3,1,0,2959988686.000000,0.192661,2,2.01,1,2,30,120,150
1,2,0,3700496860.000000,0.149840,2,2.01,1,2,30,120,150
1,1,1,2741063345.000000,0.149375,2,2.01,1,2,30,120,150
3,1,0,2042816530.000000,0.182030,2,2.01,1,2,30,120,150
5,0,0,2439817668.000000,0.207373,2,2.01,1,2,30,120,150
1,1,1,3070763245.000000,0.045054,1.5,1.51,1,2,30,120,150
1,1,1,2506776326.000000,0.043909,1.5,1.51,1,2,30,120,150
1,1,1,3689346441.000000,0.046332,1.5,1.51,1,2,30,120,150
1,2,0,3635680650.000000,0.045039,1.5,1.51,1,2,30,120,150
1,1,1,2073288026.000000,0.043927,1.5,1.51,1,2,30,120,150
1,1,1,2858079832.000000,0.045740,1.2,1.21,1,2,30,120,150
1,1,1,2163541024.000000,0.043089,1.2,1.21,1,2,30,120,150
1,2,0,1846393996.000000,0.046535,1.2,1.21,1,2,30,120,150
1,1,1,2161642567.000000,0.045256,1.2,1.21,1,2,30,120,150
1,1,1,3686851483.000000,0.145128,1.2,1.21,1,2,30,120,150
1,2,0,2063189228.000000,0.044737,1.1,1.11,1,2,30,120,150
1,1,1,3298549902.000000,0.047072,1.1,1.11,1,2,30,120,150
1,2,0,1790013610.000000,0.044365,1.1,1.11,1,2,30,120,150
1,2,0,2948291990.000000,0.045710,1.1,1.11,1,2,30,120,150
1,2,0,1688585228.000000,0.045331,1.1,1.11,1,2,30,120,150
1,2,0,3273517842.000000,0.046868,1,1.01,1,2,30,120,150
0,2,1,3278075559.000000,0.048914,1,1.01,1,2,30,120,150
1,2,0,2522846211.000000,0.043455,1,1.01,1,2,30,120,150
1,2,0,2047359354.000000,0.044861,1,1.01,1,2,30,120,150
1,2,0,2863541936.000000,0.046348,1,1.01,1,2,30,120,150
0,2,1,2930940728.000000,0.045124,0.9,0.91,1,2,30,120,150
0,3,0,2176894815.000000,0.045099,0.9,0.91,1,2,30,120,150
0,3,0,2196543433.000000,0.044805,0.9,0.91,1,2,30,120,150
0,2,1,1674951679.000000,0.045094,0.9,0.91,1,2,30,120,150
0,2,1,2414699468.000000,0.049330,0.9,0.91,1,2,30,120,150
0,2,1,3354855528.000000,0.046127,0.7,0.71,1,2,30,120,150
0,2,1,1872257970.000000,0.046930,0.7,0.71,1,2,30,120,150
0,3,0,3409877339.000000,0.045196,0.7,0.71,1,2,30,120,150
0,2,1,2813237981.000000,0.044974,0.7,0.71,1,2,30,120,150
0,2,1,2281632444.000000,0.045475,0.7,0.71,1,2,30,120,150
0,2,1,3381787918.000000,0.048534,0.5,0.51,1,2,30,120,150
0,3,0,2129158304.000000,0.049625,0.5,0.51,1,2,30,120,150
0,3,0,2824838167.000000,0.045821,0.5,0.51,1,2,30,120,150
0,3,0,1755010955.000000,0.047364,0.5,0.51,1,2,30,120,150
0,2,1,2747422157.000000,0.046092,0.5,0.51,1,2,30,120,150
0,3,0,2990444955.000000,0.044735,0.3,0.31,1,2,30,120,150
