recombinations,back mutations,recurrent mutations,run seed,time to build,recombination cost,recurrent mutation cost,back mutation cost
50,7,28,2207,0.015867,0.5,1,1
65,8,30,1016498208,0.022972,0.5,1,1
50,9,30,1178179893,0.015909,0.5,1,1
55,7,27,1721682058,0.018558,0.5,1,1
45,7,31,174597213,0.016195,0.5,1,1
58,17,28,1831732595,0.017910,0.5,1,1
45,17,29,2084127877,0.016123,0.5,1,1
43,8,32,945790197,0.015095,0.5,1,1
52,15,23,1384303324,0.019227,0.5,1,1
55,13,33,907597064,0.017850,0.5,1,1
50,9,30,1832711838,0.018393,0.5,1,1
66,11,21,848050800,0.021474,0.5,1,1
43,6,33,1509950389,0.013878,0.5,1,1
61,9,23,330866364,0.018670,0.5,1,1
45,7,35,2026150215,0.016532,0.5,1,1
49,11,25,1796635114,0.012502,0.5,1,1
44,9,30,1664474479,0.013888,0.5,1,1
61,6,26,1728033250,0.027762,0.5,1,1
59,20,25,1939449497,0.018264,0.5,1,1
52,8,25,1482446652,0.017088,0.5,1,1
49,14,30,1090654862,0.019905,0.5,1,1
69,8,24,1625938692,0.026063,0.5,1,1
56,11,26,487092685,0.019621,0.5,1,1
51,9,27,942666475,0.014963,0.5,1,1
60,9,27,1495576945,0.023596,0.5,1,1
59,8,28,1495576945,0.023068,0.6,1,1
47,6,34,647562975,0.013395,0.6,1,1
47,12,27,1233773147,0.015210,0.6,1,1
55,8,23,395124465,0.017027,0.6,1,1
45,5,33,420490371,0.016160,0.6,1,1
45,6,32,1846925105,0.016254,0.6,1,1
46,14,28,1548368045,0.017310,0.6,1,1
51,7,35,726646073,0.021869,0.6,1,1
57,7,27,150017286,0.019540,0.6,1,1
50,10,31,1577157523,0.016252,0.6,1,1
48,10,29,716689812,0.016817,0.6,1,1
52,7,35,1040288152,0.018619,0.6,1,1
56,12,24,1403947397,0.020695,0.6,1,1
55,11,26,1818768911,0.020450,0.6,1,1
50,11,30,581492437,0.019561,0.6,1,1
41,9,29,1702995361,0.016314,0.6,1,1
49,6,32,486581679,0.017260,0.6,1,1
44,8,31,1734175506,0.016377,0.6,1,1
52,9,25,97683629,0.014896,0.6,1,1
54,11,31,771060542,0.017979,0.6,1,1
44,14,27,1978723145,0.016582,0.6,1,1
56,8,25,151638896,0.018355,0.6,1,1
44,14,29,1843908458,0.014390,0.6,1,1
39,8,34,559427772,0.012669,0.6,1,1
52,26,31,500525499,0.020257,0.6,1,1
44,10,34,500525499,0.018267,0.9,1,1
38,12,37,1742584413,0.016301,0.9,1,1
51,12,25,2145464437,0.016464,0.9,1,1
46,9,34,698964339,0.022749,0.9,1,1
44,8,31,1114349160,0.016728,0.9,1,1
56,9,32,715741598,0.024699,0.9,1,1
39,14,29,1232677245,0.014113,0.9,1,1
54,7,37,2079943047,0.021677,0.9,1,1
42,12,31,1898775080,0.016636,0.9,1,1
36,17,30,1528450597,0.012645,0.9,1,1
50,8,30,1798146624,0.017586,0.9,1,1
41,9,30,1806522041,0.015543,0.9,1,1
45,8,36,1023471792,0.018916,0.9,1,1
37,9,39,1291244962,0.017089,0.9,1,1
29,10,34,597515942,0.010806,0.9,1,1
39,7,33,1328160108,0.013363,0.9,1,1
52,13,28,697601111,0.021326,0.9,1,1
30,19,27,938610223,0.010900,0.9,1,1
44,9,33,1726189376,0.016353,0.9,1,1
44,10,31,519362008,0.018030,0.9,1,1
51,8,30,468845454,0.018216,0.9,1,1
37,9,33,1694009038,0.012289,0.9,1,1
39,12,33,760145309,0.017525,0.9,1,1
43,12,29,1695990921,0.016066,0.9,1,1
46,6,32,1343145588,0.014065,0.9,1,1
11,14,58,1343145588,0.008582,1,1,1
10,15,56,1734865532,0.009488,1,1,1
7,20,48,898074536,0.006984,1,1,1
13,15,49,601629171,0.009919,1,1,1
8,20,55,2128683655,0.009944,1,1,1
6,10,61,735747009,0.008031,1,1,1
13,24,46,129792817,0.011537,1,1,1
8,22,46,1482471738,0.007045,1,1,1
11,11,56,940130737,0.007898,1,1,1
7,22,43,1117044000,0.007040,1,1,1
8,17,49,1753947559,0.008130,1,1,1
11,11,53,1572774517,0.009844,1,1,1
8,18,48,1277159393,0.006995,1,1,1
10,20,47,1785918625,0.009839,1,1,1
10,11,59,674593470,0.007934,1,1,1
12,20,54,1273625989,0.012221,1,1,1
7,17,56,1716732573,0.009522,1,1,1
11,13,58,1303941822,0.009179,1,1,1
7,15,56,409503528,0.007860,1,1,1
20,15,46,367212427,0.013021,1,1,1
8,22,50,855506618,0.009451,1,1,1
8,18,60,1864819060,0.008689,1,1,1
10,24,46,1048041697,0.009222,1,1,1
9,19,47,1901120855,0.008764,1,1,1
6,16,51,816388307,0.006865,1,1,1
3,22,49,816388307,0.007311,1.5,1,1
3,34,49,1507235521,0.009373,1.5,1,1
2,17,57,1908045499,0.007671,1.5,1,1
4,26,57,1869939588,0.008424,1.5,1,1
8,24,53,1313203671,0.009889,1.5,1,1
5,19,52,1092958207,0.007067,1.5,1,1
5,18,52,10921158,0.006733,1.5,1,1
8,21,44,2078525185,0.008483,1.5,1,1
6,29,49,719188556,0.008385,1.5,1,1
7,21,50,199724779,0.007869,1.5,1,1
4,28,45,607843022,0.008624,1.5,1,1
8,19,51,1577211944,0.007878,1.5,1,1
8,19,56,1327605064,0.009675,1.5,1,1
7,24,54,281462354,0.010030,1.5,1,1
4,24,50,115108216,0.006442,1.5,1,1
7,29,51,20214317,0.009104,1.5,1,1
7,20,50,542877483,0.008618,1.5,1,1
9,21,49,749864597,0.008209,1.5,1,1
8,22,53,328932340,0.009289,1.5,1,1
2,23,58,928185889,0.006569,1.5,1,1
4,20,49,36480398,0.008367,1.5,1,1
6,14,54,1377387115,0.006170,1.5,1,1
4,21,51,351903422,0.007265,1.5,1,1
8,26,49,962943712,0.007762,1.5,1,1
6,19,47,28942900,0.005941,1.5,1,1
6,16,50,28942900,0.005715,1.9,1,1
3,22,48,908939390,0.006727,1.9,1,1
8,27,49,2043642017,0.010262,1.9,1,1
9,17,49,1666396911,0.008575,1.9,1,1
4,23,49,1494886527,0.007010,1.9,1,1
2,20,61,424617679,0.007545,1.9,1,1
3,29,46,1821546355,0.006201,1.9,1,1
4,18,55,1139114100,0.007129,1.9,1,1
6,25,47,642179190,0.008930,1.9,1,1
4,32,43,1139781592,0.008285,1.9,1,1
8,14,47,463377261,0.008423,1.9,1,1
6,26,50,990890219,0.009281,1.9,1,1
6,16,55,56788349,0.007735,1.9,1,1
1,29,47,826652849,0.006745,1.9,1,1
2,30,55,387250880,0.008196,1.9,1,1
7,23,53,789124063,0.008837,1.9,1,1
7,13,57,178449822,0.006954,1.9,1,1
2,36,48,1860759832,0.007488,1.9,1,1
4,24,56,1323733439,0.009146,1.9,1,1
2,23,53,2012547623,0.006478,1.9,1,1
5,26,52,1754345326,0.006927,1.9,1,1
7,25,48,1429319177,0.008451,1.9,1,1
7,23,43,1922289361,0.006940,1.9,1,1
3,24,49,1935796099,0.006124,1.9,1,1
4,21,62,1849740151,0.008954,1.9,1,1
2,30,56,1849740151,0.007104,2,1,1
1,35,46,544929633,0.008270,2,1,1
2,22,58,1292438582,0.006339,2,1,1
3,22,51,1904983493,0.007244,2,1,1
1,26,61,1591892940,0.008348,2,1,1
3,24,54,162279891,0.006846,2,1,1
3,25,48,2033351483,0.006881,2,1,1
4,17,66,842112209,0.007780,2,1,1
1,26,50,1953057456,0.006462,2,1,1
2,34,48,778844941,0.007375,2,1,1
1,32,54,1805040605,0.008085,2,1,1
1,21,61,767913494,0.007623,2,1,1
1,25,51,1313303425,0.006262,2,1,1
3,24,46,582061280,0.007262,2,1,1
1,30,59,171776081,0.009326,2,1,1
2,29,54,1468282819,0.007334,2,1,1
1,29,53,814852990,0.007160,2,1,1
3,36,41,1576435957,0.007288,2,1,1
3,28,43,2134555634,0.005682,2,1,1
3,27,49,1933775271,0.007559,2,1,1
1,27,50,1590393199,0.005978,2,1,1
1,25,57,679738412,0.006302,2,1,1
1,20,66,844253709,0.009175,2,1,1
1,21,60,1423616046,0.006276,2,1,1
5,26,55,1457115241,0.008593,2,1,1
1,31,59,1457115241,0.006078,3,1,1
0,26,60,538000378,0.006891,3,1,1
0,27,53,1865225651,0.006148,3,1,1
0,19,65,1273157855,0.006991,3,1,1
1,33,47,1806877678,0.006322,3,1,1
0,30,51,258270795,0.005673,3,1,1
0,34,61,408812084,0.008582,3,1,1
1,28,62,943466934,0.006069,3,1,1
1,32,54,2067093936,0.008097,3,1,1
0,25,56,182487460,0.006475,3,1,1
0,35,52,1318949396,0.007318,3,1,1
0,22,67,1584023328,0.006436,3,1,1
0,26,54,1871359032,0.006344,3,1,1
0,24,64,239080538,0.006165,3,1,1
0,22,69,1577030187,0.006749,3,1,1
0,37,52,584635326,0.006720,3,1,1
0,27,51,896569361,0.004957,3,1,1
0,31,47,1136455786,0.006038,3,1,1
1,23,52,2016470163,0.005683,3,1,1
0,25,66,397199381,0.006985,3,1,1
0,31,54,1644329864,0.006464,3,1,1
0,23,60,1796234090,0.007115,3,1,1
0,32,55,880939880,0.006165,3,1,1
0,33,49,28235902,0.006890,3,1,1
0,20,67,1465353303,0.005972,3,1,1
0,21,66,1465353303,0.008350,4,1,1
0,41,50,1677520641,0.006367,4,1,1
0,25,57,97945662,0.005124,4,1,1
0,23,62,912843888,0.006155,4,1,1
0,26,64,825571667,0.006836,4,1,1
0,21,67,2126191190,0.006803,4,1,1
0,26,63,2028893411,0.006088,4,1,1
1,27,64,1089235496,0.007160,4,1,1
0,30,59,1785333840,0.005156,4,1,1
0,21,68,18388160,0.007534,4,1,1
0,38,46,289683415,0.006383,4,1,1
0,39,43,501190568,0.006647,4,1,1
0,28,63,602511411,0.007349,4,1,1
0,26,55,610646092,0.007086,4,1,1
0,29,57,772499821,0.005625,4,1,1
0,27,56,1351003722,0.006646,4,1,1
0,32,52,991968305,0.004932,4,1,1
0,33,48,1256920621,0.005775,4,1,1
0,29,55,1619970545,0.006662,4,1,1
0,25,60,970919960,0.005708,4,1,1
1,26,57,523293212,0.008694,4,1,1
0,20,71,1907272937,0.006592,4,1,1
0,34,52,2129269894,0.004660,4,1,1
1,24,59,1079844206,0.005965,4,1,1
0,29,58,1895773663,0.006188,4,1,1
0,30,57,1895773663,0.006233,50,1,1
0,33,52,1715933444,0.005556,50,1,1
0,35,50,1764372302,0.007004,50,1,1
0,28,52,145467554,0.005401,50,1,1
0,23,58,86737291,0.006340,50,1,1
0,36,50,487660,0.006409,50,1,1
0,31,53,1419527428,0.005369,50,1,1
0,37,48,597689968,0.005765,50,1,1
0,23,60,1631881950,0.006499,50,1,1
0,30,52,789422063,0.004934,50,1,1
0,25,66,340432132,0.005340,50,1,1
0,29,62,1268731811,0.007741,50,1,1
0,30,50,2097064761,0.005636,50,1,1
0,26,58,949355982,0.004477,50,1,1
0,25,58,302729730,0.006927,50,1,1
0,34,53,1784773774,0.006347,50,1,1
0,22,60,349409380,0.005025,50,1,1
0,26,54,1615383674,0.005776,50,1,1
0,28,51,595091637,0.005405,50,1,1
0,25,60,1658118537,0.005241,50,1,1
0,36,46,879404956,0.005529,50,1,1
0,32,50,1518087884,0.005655,50,1,1
0,32,49,1025932045,0.006927,50,1,1
0,37,49,1672345160,0.006425,50,1,1
0,30,56,1386069824,0.006751,50,1,1
51,2,37,1386069824,0.017925,0.5,1,1.3
63,17,27,1053490012,0.028007,0.5,1,1.3
53,2,34,2139004093,0.017360,0.5,1,1.3
49,8,28,1072420511,0.015231,0.5,1,1.3
56,9,31,277154120,0.018788,0.5,1,1.3
55,5,33,1958879211,0.018462,0.5,1,1.3
